거래일자	종목명	거래수량	거래금액	거래세/농특세	정산금액	미수변제	예수금	대출상환금	담보대출상환금	매도담보상환금	신용거래구분(Hide)	세금합계	대출일	매체구분
	거래종류	거래단가	수수료	소득세/주민세	미수발생	연체변제	유가잔고	신용/대출이자	신용이자	매도담보상환이자	적요명(Hide)		상환차금	처리시간
2015-04-15	효성오앤비	10	"294,500"				"3,342,768"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"29,450.00"					"2,630"				KOSDAQ매수			0:42:14
2015-04-15	효성오앤비	5	"147,500"				"3,342,768"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"29,500.00"					"2,635"				KOSDAQ매수			0:42:14
2015-04-15	효성오앤비	5	"147,750"		"883,880"		"2,458,888"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"29,550.00"	130				"2,640"				KOSDAQ매수			0:42:14
2015-04-15	경동나비엔	10	"303,500"				"2,458,888"				보통매매			영웅문S
	보통매매  장내매수	"30,350.00"					"2,440"				장내매수			0:42:14
2015-04-15	경동나비엔	10	"305,000"				"2,458,888"				보통매매			영웅문S
	보통매매  장내매수	"30,500.00"					"2,450"				장내매수			0:42:14
2015-04-15	경동나비엔	15	"461,250"				"2,458,888"				보통매매			영웅문S
	보통매매  장내매수	"30,750.00"					"2,465"				장내매수			0:42:14
2015-04-15	경동나비엔	15	"462,000"				"2,458,888"				보통매매			영웅문S
	보통매매  장내매수	"30,800.00"					"2,480"				장내매수			0:42:14
2015-04-15	경동나비엔	10	"308,500"				"2,458,888"				보통매매			영웅문S
	보통매매  장내매수	"30,850.00"					"2,490"				장내매수			0:42:14
2015-04-15	경동나비엔	10	"309,000"				"2,458,888"				보통매매			영웅문S
	보통매매  장내매수	"30,900.00"					"2,500"				장내매수			0:42:14
2015-04-15	경동나비엔	10	"309,500"		"2,459,110"		-222				보통매매			영웅문S
	보통매매  장내매수	"30,950.00"	360		222		"2,510"				장내매수			0:42:14
2015-04-15			"3,000"		"3,000"	222	"2,778"							영웅문S
	  이체입금						0				이체입금			8:49:20
2015-04-16	NAVER	2	"1,314,000"				"2,778"				보통매매			영웅문S
	보통매매  장내매도	"657,000.00"					14				장내매도			0:42:46
2015-04-16	NAVER	1	"665,000"				"2,778"				보통매매			영웅문S
	보통매매  장내매도	"665,000.00"					13				장내매도			0:42:46
2015-04-16	NAVER	1	"666,000"				"2,778"				보통매매			영웅문S
	보통매매  장내매도	"666,000.00"					12				장내매도			0:42:46
2015-04-16	NAVER	1	"667,000"	"9,932"	"3,301,578"		"3,304,356"				보통매매			영웅문S
	보통매매  장내매도	"667,000.00"	490				11				장내매도			0:42:46
2015-04-16	휴온스	1	"68,300"		"68,310"		"3,236,046"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"68,300.00"	10				13				KOSDAQ매수			0:42:46
2015-04-16	내츄럴엔도텍	1	"78,800"		"78,810"		"3,157,236"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"78,800.00"	10				20				KOSDAQ매수			0:42:46
2015-04-16	경동나비엔	10	"298,000"				"3,157,236"				보통매매			영웅문S
	보통매매  장내매수	"29,800.00"					"2,520"				장내매수			0:42:46
2015-04-16	경동나비엔	10	"298,500"				"3,157,236"				보통매매			영웅문S
	보통매매  장내매수	"29,850.00"					"2,530"				장내매수			0:42:46
2015-04-16	경동나비엔	10	"299,000"				"3,157,236"				보통매매			영웅문S
	보통매매  장내매수	"29,900.00"					"2,540"				장내매수			0:42:46
2015-04-16	경동나비엔	10	"299,500"				"3,157,236"				보통매매			영웅문S
	보통매매  장내매수	"29,950.00"					"2,550"				장내매수			0:42:46
2015-04-16	경동나비엔	5	"150,000"				"3,157,236"				보통매매			영웅문S
	보통매매  장내매수	"30,000.00"					"2,555"				장내매수			0:42:46
2015-04-16	경동나비엔	5	"150,250"		"1,495,470"		"1,661,766"				보통매매			영웅문S
	보통매매  장내매수	"30,050.00"	220				"2,560"				장내매수			0:42:46
2015-04-16	풀무원	1	"199,000"		"199,020"		"1,462,746"				보통매매			영웅문S
	보통매매  장내매수	"199,000.00"	20				1				장내매수			0:42:47
2015-04-17	NAVER	1	"669,000"				"1,462,746"				보통매매			영웅문S
	보통매매  장내매도	"669,000.00"					10				장내매도			0:48:34
2015-04-17	NAVER	1	"670,000"	"4,016"	"1,334,784"		"2,797,530"				보통매매			영웅문S
	보통매매  장내매도	"670,000.00"	200				9				장내매도			0:48:34
2015-04-17	제이브이엠	10	"635,000"				"2,797,530"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"63,500.00"					22				KOSDAQ매수			0:48:34
2015-04-17	제이브이엠	10	"636,000"				"2,797,530"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"63,600.00"					32				KOSDAQ매수			0:48:34
2015-04-17	제이브이엠	38	"2,420,600"				"2,797,530"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"63,700.00"					70				KOSDAQ매수			0:48:34
2015-04-17	제이브이엠	20	"1,276,000"				"2,797,530"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"63,800.00"					90				KOSDAQ매수			0:48:34
2015-04-17	제이브이엠	10	"639,000"		"5,607,440"		"-2,809,910"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"63,900.00"	840		"2,809,910"		100				KOSDAQ매수			0:48:34
2015-04-17	풀무원	1	"197,500"				"-2,809,910"				보통매매			영웅문S
	보통매매  장내매수	"197,500.00"					2				장내매수			0:48:34
2015-04-17	풀무원	1	"198,000"				"-2,809,910"				보통매매			영웅문S
	보통매매  장내매수	"198,000.00"					3				장내매수			0:48:34
2015-04-17	풀무원	1	"200,000"				"-2,809,910"				보통매매			영웅문S
	보통매매  장내매수	"200,000.00"					4				장내매수			0:48:34
2015-04-17	풀무원	1	"201,000"		"796,610"		"-3,606,520"				보통매매			영웅문S
	보통매매  장내매수	"201,000.00"	110		"796,610"		5				장내매수			0:48:34
2015-04-17			"5,000,000"		"5,000,000"	"3,606,520"	"1,393,480"							영웅문S
	  이체입금						0				이체입금			9:09:09
2015-04-17	SBS콘텐츠허브		"25,000"		"21,150"		"1,414,630"							지점
	  배당금입금			"3,850"			0				배당금입금			15:31:58
2015-04-21	한국전력	50	"2,350,000"	"7,048"	"2,342,602"		"3,757,232"				보통매매			영웅문S
	보통매매  장내매도	"47,000.00"	350				0				장내매도			0:42:30
2015-04-21	NAVER	1	"672,000"	"2,016"	"669,884"		"4,427,116"				보통매매			영웅문S
	보통매매  장내매도	"672,000.00"	100				8				장내매도			0:42:30
2015-04-21	제이브이엠	5	"314,000"				"4,427,116"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,800.00"					105				KOSDAQ매수			0:42:30
2015-04-21	제이브이엠	5	"314,500"				"4,427,116"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,900.00"					110				KOSDAQ매수			0:42:30
2015-04-21	제이브이엠	5	"315,500"				"4,427,116"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"63,100.00"					115				KOSDAQ매수			0:42:30
2015-04-21	제이브이엠	5	"316,000"				"4,427,116"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"63,200.00"					120				KOSDAQ매수			0:42:30
2015-04-21	제이브이엠	5	"316,500"				"4,427,116"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"63,300.00"					125				KOSDAQ매수			0:42:30
2015-04-21	제이브이엠	5	"317,000"		"1,893,780"		"2,533,336"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"63,400.00"	280				130				KOSDAQ매수			0:42:30
2015-04-21	효성오앤비	10	"296,000"				"2,533,336"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"29,600.00"					"2,650"				KOSDAQ매수			0:42:30
2015-04-21	효성오앤비	10	"296,500"				"2,533,336"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"29,650.00"					"2,660"				KOSDAQ매수			0:42:30
2015-04-21	효성오앤비	10	"297,000"				"2,533,336"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"29,700.00"					"2,670"				KOSDAQ매수			0:42:30
2015-04-21	효성오앤비	5	"148,750"				"2,533,336"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"29,750.00"					"2,675"				KOSDAQ매수			0:42:30
2015-04-21	효성오앤비	5	"149,000"		"1,187,420"		"1,345,916"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"29,800.00"	170				"2,680"				KOSDAQ매수			0:42:30
2015-04-21	알테오젠	1	"44,100"				"1,345,916"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"44,100.00"					12				KOSDAQ매수			0:42:30
2015-04-21	알테오젠	1	"44,200"				"1,345,916"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"44,200.00"					13				KOSDAQ매수			0:42:30
2015-04-21	알테오젠	1	"44,250"				"1,345,916"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"44,250.00"					14				KOSDAQ매수			0:42:30
2015-04-21	알테오젠	1	"44,300"				"1,345,916"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"44,300.00"					15				KOSDAQ매수			0:42:30
2015-04-21	알테오젠	1	"44,400"		"221,280"		"1,124,636"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"44,400.00"	30				16				KOSDAQ매수			0:42:30
2015-04-21	풀무원	1	"221,000"				"1,124,636"				보통매매			영웅문S
	보통매매  장내매수	"221,000.00"					6				장내매수			0:42:30
2015-04-21	풀무원	1	"222,000"				"1,124,636"				보통매매			영웅문S
	보통매매  장내매수	"222,000.00"					7				장내매수			0:42:30
2015-04-21	풀무원	1	"225,000"				"1,124,636"				보통매매			영웅문S
	보통매매  장내매수	"225,000.00"					8				장내매수			0:42:30
2015-04-21	풀무원	1	"225,500"		"893,630"		"231,006"				보통매매			영웅문S
	보통매매  장내매수	"225,500.00"	130				9				장내매수			0:42:30
2015-04-22	NAVER	1	"665,000"	"1,994"	"662,916"		"893,922"				보통매매			영웅문S
	보통매매  장내매도	"665,000.00"	90				7				장내매도			0:42:29
2015-04-22	쎌바이오텍	20	"1,242,000"				"893,922"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,100.00"					"3,125"				KOSDAQ매수			0:42:29
2015-04-22	쎌바이오텍	20	"1,244,000"				"893,922"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,200.00"					"3,145"				KOSDAQ매수			0:42:29
2015-04-22	쎌바이오텍	20	"1,246,000"				"893,922"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,300.00"					"3,165"				KOSDAQ매수			0:42:29
2015-04-22	쎌바이오텍	20	"1,248,000"				"893,922"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,400.00"					"3,185"				KOSDAQ매수			0:42:29
2015-04-22	쎌바이오텍	10	"625,000"				"893,922"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,500.00"					"3,195"				KOSDAQ매수			0:42:29
2015-04-22	쎌바이오텍	10	"626,000"		"6,231,930"		"-5,338,008"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,600.00"	930		"5,338,008"		"3,205"				KOSDAQ매수			0:42:29
2015-04-22	내츄럴엔도텍	1	"86,600"				"-5,338,008"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"86,600.00"					21				KOSDAQ매수			0:42:29
2015-04-22	내츄럴엔도텍	1	"86,700"				"-5,338,008"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"86,700.00"					22				KOSDAQ매수			0:42:30
2015-04-22	내츄럴엔도텍	1	"86,900"		"260,230"		"-5,598,238"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"86,900.00"	30		"260,230"		23				KOSDAQ매수			0:42:30
2015-04-22	풀무원	1	"218,500"				"-5,598,238"				보통매매			영웅문S
	보통매매  장내매수	"218,500.00"					10				장내매수			0:42:30
2015-04-22	풀무원	1	"219,000"		"437,560"		"-6,035,798"				보통매매			영웅문S
	보통매매  장내매수	"219,000.00"	60		"437,560"		11				장내매수			0:42:30
2015-04-22			"10,000,000"		"10,000,000"	"6,035,798"	"3,964,202"							영웅문S
	  이체입금						0				이체입금			9:02:21
2015-04-23	쎌바이오텍	5	"317,000"	951	"316,009"		"4,280,211"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"63,400.00"	40				"3,200"				KOSDAQ매도			0:42:34
2015-04-24	코스온	3	"94,800"	284	"94,506"		"4,374,717"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"31,600.00"	10				0				KOSDAQ매도			0:43:26
2015-04-24	휴온스	13	"872,300"	"2,616"	"869,554"		"5,244,271"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"67,100.00"	130				0				KOSDAQ매도			0:43:26
2015-04-24	알테오젠	16	"739,200"	"2,217"	"736,873"		"5,981,144"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"46,200.00"	110				0				KOSDAQ매도			0:43:26
2015-04-24	풀무원	17	"3,493,500"	"10,480"	"3,482,500"		"9,463,644"				보통매매			영웅문S
	보통매매  장내매도	"205,500.00"	520		6		-6				장내매도			0:43:26
2015-04-24	NAVER	1	"677,000"				"9,463,644"				보통매매			영웅문S
	보통매매  장내매도	"677,000.00"					6				장내매도			0:43:26
2015-04-24	NAVER	1	"678,000"	"4,064"	"1,350,736"		"10,814,380"				보통매매			영웅문S
	보통매매  장내매도	"678,000.00"	200				5				장내매도			0:43:26
2015-04-24	쎌바이오텍	20	"1,218,000"				"10,814,380"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"60,900.00"					"3,220"				KOSDAQ매수			0:43:26
2015-04-24	쎌바이오텍	20	"1,220,000"				"10,814,380"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"61,000.00"					"3,240"				KOSDAQ매수			0:43:26
2015-04-24	쎌바이오텍	20	"1,222,000"				"10,814,380"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"61,100.00"					"3,260"				KOSDAQ매수			0:43:26
2015-04-24	쎌바이오텍	20	"1,244,000"				"10,814,380"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,200.00"					"3,280"				KOSDAQ매수			0:43:26
2015-04-24	쎌바이오텍	20	"1,246,000"				"10,814,380"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,300.00"					"3,300"				KOSDAQ매수			0:43:26
2015-04-24	쎌바이오텍	10	"624,000"				"10,814,380"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,400.00"					"3,310"				KOSDAQ매수			0:43:26
2015-04-24	쎌바이오텍	10	"625,000"				"10,814,380"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,500.00"					"3,320"				KOSDAQ매수			0:43:26
2015-04-24	쎌바이오텍	10	"626,000"				"10,814,380"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,600.00"					"3,330"				KOSDAQ매수			0:43:26
2015-04-24	쎌바이오텍	10	"627,000"				"10,814,380"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,700.00"					"3,340"				KOSDAQ매수			0:43:26
2015-04-24	쎌바이오텍	10	"628,000"				"10,814,380"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,800.00"					"3,350"				KOSDAQ매수			0:43:26
2015-04-24	쎌바이오텍	10	"629,000"				"10,814,380"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,900.00"					"3,360"				KOSDAQ매수			0:43:26
2015-04-24	쎌바이오텍	10	"630,000"				"10,814,380"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"63,000.00"					"3,370"				KOSDAQ매수			0:43:26
2015-04-24	쎌바이오텍	10	"631,000"		"11,171,670"		"-357,290"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"63,100.00"	"1,670"		"357,290"		"3,380"				KOSDAQ매수			0:43:26
2015-04-24	제이브이엠	8	"501,600"				"-357,290"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,700.00"					138				KOSDAQ매수			0:43:26
2015-04-24	제이브이엠	6	"376,800"				"-357,290"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,800.00"					144				KOSDAQ매수			0:43:26
2015-04-24	제이브이엠	6	"377,400"				"-357,290"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,900.00"					150				KOSDAQ매수			0:43:26
2015-04-24	제이브이엠	6	"378,000"		"1,634,040"		"-1,991,330"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"63,000.00"	240		"1,634,040"		156				KOSDAQ매수			0:43:27
2015-04-24	효성오앤비	10	"280,000"				"-1,991,330"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,000.00"					"2,690"				KOSDAQ매수			0:43:27
2015-04-24	효성오앤비	10	"280,500"				"-1,991,330"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,050.00"					"2,700"				KOSDAQ매수			0:43:27
2015-04-24	효성오앤비	10	"281,000"		"841,620"		"-2,832,950"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,100.00"	120		"841,620"		"2,710"				KOSDAQ매수			0:43:27
2015-04-24	내츄럴엔도텍	1	"81,300"				"-2,832,950"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"81,300.00"					24				KOSDAQ매수			0:43:27
2015-04-24	내츄럴엔도텍	1	"81,400"				"-2,832,950"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"81,400.00"					25				KOSDAQ매수			0:43:27
2015-04-24	내츄럴엔도텍	1	"81,500"				"-2,832,950"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"81,500.00"					26				KOSDAQ매수			0:43:27
2015-04-24	내츄럴엔도텍	1	"81,600"				"-2,832,950"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"81,600.00"					27				KOSDAQ매수			0:43:27
2015-04-24	내츄럴엔도텍	1	"81,700"				"-2,832,950"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"81,700.00"					28				KOSDAQ매수			0:43:27
2015-04-24	내츄럴엔도텍	1	"81,800"		"489,370"		"-3,322,320"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"81,800.00"	70		"489,370"		29				KOSDAQ매수			0:43:27
2015-04-24	풀무원	1	"207,500"			1	"-3,322,320"				보통매매			영웅문S
	보통매매  장내매수	"207,500.00"					-5				장내매수			0:43:27
2015-04-24	풀무원	1	"208,000"			1	"-3,322,320"				보통매매			영웅문S
	보통매매  장내매수	"208,000.00"					-4				장내매수			0:43:27
2015-04-24	풀무원	1	"208,500"			1	"-3,322,320"				보통매매			영웅문S
	보통매매  장내매수	"208,500.00"					-3				장내매수			0:43:27
2015-04-24	풀무원	1	"218,000"			1	"-3,322,320"				보통매매			영웅문S
	보통매매  장내매수	"218,000.00"					-2				장내매수			0:43:27
2015-04-24	풀무원	1	"218,500"			1	"-3,322,320"				보통매매			영웅문S
	보통매매  장내매수	"218,500.00"					-1				장내매수			0:43:27
2015-04-24	풀무원	1	"219,000"		"1,279,690"	1	"-4,602,010"				보통매매			영웅문S
	보통매매  장내매수	"219,000.00"	190		"1,279,690"		0				장내매수			0:43:27
2015-04-24			"5,000,000"		"5,000,000"	"4,602,010"	"397,990"							영웅문S
	  이체입금						0				이체입금			10:41:14
2015-04-24	바텍		"10,000"		"8,460"		"406,450"							지점
	  배당금입금			"1,540"			0				배당금입금			15:30:37
2015-04-27			"1,000,000"		"1,000,000"		"1,406,450"							영웅문S
	  이체입금						0				이체입금			9:21:27
2015-04-28	쎌바이오텍	20	"1,152,000"		"1,152,170"		"254,280"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"57,600.00"	170				"3,400"				KOSDAQ매수			0:43:12
2015-04-29	쎌바이오텍	100	"5,710,000"				"254,280"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"57,100.00"					"3,300"				KOSDAQ매도			0:42:27
2015-04-29	쎌바이오텍	150	"8,580,000"				"254,280"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"57,200.00"					"3,150"				KOSDAQ매도			0:42:27
2015-04-29	쎌바이오텍	50	"2,865,000"				"254,280"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"57,300.00"					"3,100"				KOSDAQ매도			0:42:27
2015-04-29	쎌바이오텍	50	"2,895,000"				"254,280"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"57,900.00"					"3,050"				KOSDAQ매도			0:42:27
2015-04-29	쎌바이오텍	50	"2,900,000"	"68,843"	"22,877,717"		"23,131,997"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"58,000.00"	"3,440"				"3,000"				KOSDAQ매도			0:42:27
2015-04-29	NAVER	1	"677,000"				"23,131,997"				보통매매			영웅문S
	보통매매  장내매도	"677,000.00"					4				장내매도			0:42:27
2015-04-29	NAVER	1	"678,000"				"23,131,997"				보통매매			영웅문S
	보통매매  장내매도	"678,000.00"					3				장내매도			0:42:27
2015-04-29	NAVER	1	"684,000"				"23,131,997"				보통매매			영웅문S
	보통매매  장내매도	"684,000.00"					2				장내매도			0:42:27
2015-04-29	NAVER	1	"685,000"				"23,131,997"				보통매매			영웅문S
	보통매매  장내매도	"685,000.00"					1				장내매도			0:42:27
2015-04-29	NAVER	1	"686,000"	"10,228"	"3,399,262"		"26,531,259"				보통매매			영웅문S
	보통매매  장내매도	"686,000.00"	510				0				장내매도			0:42:27
2015-04-29	쎌바이오텍	50	"2,860,000"		"2,860,420"		"23,670,839"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"57,200.00"	420				"3,050"				KOSDAQ매수			0:42:27
2015-04-29			"10,000,000"		"10,000,000"		"13,670,839"							영웅문S
	  이체출금						0				이체출금			12:24:12
2015-04-29			"1,000,000"		"1,000,000"		"12,670,839"							영웅문S
	  이체출금						0				이체출금			12:25:09
2015-04-30	쎌바이오텍	20	"1,196,000"				"12,670,839"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"59,800.00"					"3,030"				KOSDAQ매도			0:42:56
2015-04-30	쎌바이오텍	20	"1,198,000"				"12,670,839"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"59,900.00"					"3,010"				KOSDAQ매도			0:42:56
2015-04-30	쎌바이오텍	10	"600,000"	"8,982"	"2,984,578"		"15,655,417"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"60,000.00"	440				"3,000"				KOSDAQ매도			0:42:57
2015-04-30	내츄럴엔도텍	10	"467,000"				"15,655,417"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"46,700.00"					19				KOSDAQ매도			0:42:57
2015-04-30	내츄럴엔도텍	19	"905,350"	"4,117"	"1,368,033"		"17,023,450"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"47,650.00"	200				0				KOSDAQ매도			0:42:57
2015-04-30	제이브이엠	10	"618,000"				"17,023,450"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"61,800.00"					166				KOSDAQ매수			0:42:57
2015-04-30	제이브이엠	10	"619,000"		"1,237,180"		"15,786,270"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"61,900.00"	180				176				KOSDAQ매수			0:42:57
2015-05-04	씨에스윈드	20	"733,000"				"15,786,270"				보통매매			영웅문S
	보통매매  장내매수	"36,650.00"					170				장내매수			0:48:08
2015-05-04	씨에스윈드	20	"734,000"		"1,467,220"		"14,319,050"				보통매매			영웅문S
	보통매매  장내매수	"36,700.00"	220				190				장내매수			0:48:08
2015-05-06	제이브이엠	5	"306,000"				"14,319,050"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"61,200.00"					181				KOSDAQ매수			0:38:44
2015-05-06	제이브이엠	10	"613,000"				"14,319,050"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"61,300.00"					191				KOSDAQ매수			0:38:44
2015-05-06	제이브이엠	9	"552,600"		"1,471,820"		"12,847,230"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"61,400.00"	220				200				KOSDAQ매수			0:38:44
2015-05-06	씨에스윈드	10	"360,000"		"360,050"		"12,487,180"				보통매매			영웅문S
	보통매매  장내매수	"36,000.00"	50				200				장내매수			0:38:44
2015-05-07	쎌바이오텍	50	"2,745,000"				"12,487,180"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"54,900.00"					"2,950"				KOSDAQ매도			0:40:54
2015-05-07	쎌바이오텍	200	"11,000,000"				"12,487,180"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"55,000.00"					"2,750"				KOSDAQ매도			0:40:54
2015-05-07	쎌바이오텍	50	"2,755,000"	"49,499"	"16,448,031"		"28,935,211"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"55,100.00"	"2,470"				"2,700"				KOSDAQ매도			0:40:54
2015-05-11	쎌바이오텍	100	"5,050,000"				"28,935,211"				보통매매			영웅문3
	보통매매  KOSDAQ매도	"50,500.00"					"2,600"				KOSDAQ매도			0:38:31
2015-05-11	쎌바이오텍	100	"5,150,000"				"28,935,211"				보통매매			영웅문3
	보통매매  KOSDAQ매도	"51,500.00"					"2,500"				KOSDAQ매도			0:38:31
2015-05-11	쎌바이오텍	100	"5,170,000"				"28,935,211"				보통매매			영웅문3
	보통매매  KOSDAQ매도	"51,700.00"					"2,400"				KOSDAQ매도			0:38:31
2015-05-11	쎌바이오텍	100	"5,230,000"				"28,935,211"				보통매매			영웅문3
	보통매매  KOSDAQ매도	"52,300.00"					"2,300"				KOSDAQ매도			0:38:31
2015-05-11	쎌바이오텍	200	"10,500,000"				"28,935,211"				보통매매			영웅문3
	보통매매  KOSDAQ매도	"52,500.00"					"2,100"				KOSDAQ매도			0:38:31
2015-05-11	쎌바이오텍	90	"4,734,000"				"28,935,211"				보통매매			영웅문3
	보통매매  KOSDAQ매도	"52,600.00"					"2,010"				KOSDAQ매도			0:38:31
2015-05-11	쎌바이오텍	110	"5,797,000"				"28,935,211"				보통매매			영웅문3
	보통매매  KOSDAQ매도	"52,700.00"					"1,900"				KOSDAQ매도			0:38:31
2015-05-11	쎌바이오텍	400	"21,200,000"				"28,935,211"				보통매매			영웅문3
	보통매매  KOSDAQ매도	"53,000.00"					"1,500"				KOSDAQ매도			0:38:31
2015-05-11	쎌바이오텍	100	"5,310,000"				"28,935,211"				보통매매			영웅문3
	보통매매  KOSDAQ매도	"53,100.00"					"1,400"				KOSDAQ매도			0:38:31
2015-05-11	쎌바이오텍	100	"5,320,000"	"220,377"	"73,229,613"		"102,164,824"				보통매매			영웅문3
	보통매매  KOSDAQ매도	"53,200.00"	"11,010"				"1,300"				KOSDAQ매도			0:38:31
2015-05-11	쎌바이오텍	50	"2,530,000"				"102,164,824"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"50,600.00"					"1,250"				KOSDAQ매도			0:38:31
2015-05-11	쎌바이오텍	100	"5,070,000"				"102,164,824"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"50,700.00"					"1,150"				KOSDAQ매도			0:38:31
2015-05-11	쎌바이오텍	50	"2,545,000"	"30,434"	"10,113,046"		"112,277,870"				보통매매			영웅문S
	보통매매  KOSDAQ매도	"50,900.00"	"1,520"				"1,100"				KOSDAQ매도			0:38:31
2015-05-11	제이브이엠	20	"1,164,000"				"112,277,870"				보통매매			영웅문3
	보통매매  KOSDAQ매도	"58,200.00"					180				KOSDAQ매도			0:38:31
2015-05-11	제이브이엠	80	"4,728,000"				"112,277,870"				보통매매			영웅문3
	보통매매  KOSDAQ매도	"59,100.00"					100				KOSDAQ매도			0:38:31
2015-05-11	제이브이엠	100	"5,970,000"	"35,586"	"11,824,644"		"124,102,514"				보통매매			영웅문3
	보통매매  KOSDAQ매도	"59,700.00"	"1,770"				0				KOSDAQ매도			0:38:31
2015-05-11	효성오앤비	100	"2,575,000"				"124,102,514"				보통매매			영웅문3
	보통매매  KOSDAQ매도	"25,750.00"					"2,610"				KOSDAQ매도			0:38:31
2015-05-11	효성오앤비	300	"7,800,000"				"124,102,514"				보통매매			영웅문3
	보통매매  KOSDAQ매도	"26,000.00"					"2,310"				KOSDAQ매도			0:38:31
