거래일자	종목명	거래수량	거래금액	거래세/농특세	정산금액	미수변제	예수금	대출상환금	담보대출상환금	매도담보상환금	신용거래구분(Hide)	세금합계	대출일	매체구분
	거래종류	거래단가	수수료	소득세/주민세	미수발생	연체변제	유가잔고	신용/대출이자	신용이자	매도담보상환이자	적요명(Hide)		상환차금	처리시간
	보통매매  KOSDAQ매수	"29,250.00"					"1,660"				KOSDAQ매수			0:39:31
2014-03-26	쎌바이오텍	20	"589,000"				"10,447,642"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"29,450.00"					"1,680"				KOSDAQ매수			0:39:31
2014-03-26	쎌바이오텍	20	"590,000"				"10,447,642"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"29,500.00"					"1,700"				KOSDAQ매수			0:39:31
2014-03-26	쎌바이오텍	20	"591,000"				"10,447,642"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"29,550.00"					"1,720"				KOSDAQ매수			0:39:31
2014-03-26	쎌바이오텍	20	"592,000"		"7,036,050"		"3,411,592"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"29,600.00"	"1,050"				"1,740"				KOSDAQ매수			0:39:31
2014-03-26	경동나비엔	30	"622,500"				"3,411,592"				보통매매			영웅문S
	보통매매  장내매수	"20,750.00"					940				장내매수			0:39:31
2014-03-26	경동나비엔	20	"416,000"				"3,411,592"				보통매매			영웅문S
	보통매매  장내매수	"20,800.00"					960				장내매수			0:39:31
2014-03-26	경동나비엔	20	"417,000"				"3,411,592"				보통매매			영웅문S
	보통매매  장내매수	"20,850.00"					980				장내매수			0:39:31
2014-03-26	경동나비엔	20	"418,000"				"3,411,592"				보통매매			영웅문S
	보통매매  장내매수	"20,900.00"					"1,000"				장내매수			0:39:31
2014-03-26	경동나비엔	20	"419,000"				"3,411,592"				보통매매			영웅문S
	보통매매  장내매수	"20,950.00"					"1,020"				장내매수			0:39:31
2014-03-26	경동나비엔	20	"420,000"				"3,411,592"				보통매매			영웅문S
	보통매매  장내매수	"21,000.00"					"1,040"				장내매수			0:39:31
2014-03-26	경동나비엔	10	"210,500"		"2,923,430"		"488,162"				보통매매			영웅문S
	보통매매  장내매수	"21,050.00"	430				"1,050"				장내매수			0:39:31
2014-03-27	쎌바이오텍	30	"858,000"				"488,162"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,600.00"					"1,770"				KOSDAQ매수			0:40:12
2014-03-27	쎌바이오텍	30	"859,500"		"1,717,750"		"-1,229,588"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,650.00"	250		"1,229,588"		"1,800"				KOSDAQ매수			0:40:12
2014-03-27	경동나비엔	50	"1,037,500"				"-1,229,588"				보통매매			영웅문S
	보통매매  장내매수	"20,750.00"					"1,100"				장내매수			0:40:13
2014-03-27	경동나비엔	30	"624,000"		"1,661,740"		"-2,891,328"				보통매매			영웅문S
	보통매매  장내매수	"20,800.00"	240		"1,661,740"		"1,130"				장내매수			0:40:13
2014-03-27	NAVER	1	"794,000"				"-2,891,328"				보통매매			영웅문S
	보통매매  장내매수	"794,000.00"					125				장내매수			0:40:13
2014-03-27	NAVER	1	"795,000"				"-2,891,328"				보통매매			영웅문S
	보통매매  장내매수	"795,000.00"					126				장내매수			0:40:13
2014-03-27	NAVER	1	"796,000"				"-2,891,328"				보통매매			영웅문S
	보통매매  장내매수	"796,000.00"					127				장내매수			0:40:13
2014-03-27	NAVER	1	"797,000"		"3,182,470"		"-6,073,798"				보통매매			영웅문S
	보통매매  장내매수	"797,000.00"	470		"3,182,470"		128				장내매수			0:40:13
2014-03-27			"8,000,000"		"8,000,000"	"6,073,798"	"1,926,202"							영웅문3
	  이체입금						0				이체입금			7:13:34
2014-03-31	쎌바이오텍		"127,500"		"107,870"		"2,034,072"							지점
	  배당금입금			"19,630"			0				배당금입금			15:11:10
2014-04-01	효성		"50,000"		"42,300"		"2,076,372"							지점
	  배당금입금			"7,700"			0				배당금입금			15:04:12
2014-04-03	LG생활건강		"93,750"		"79,320"		"2,155,692"							지점
	  배당금입금			"14,430"			0				배당금입금			15:19:43
2014-04-04	SK텔레콤	2	"410,000"		"410,060"		"1,745,632"				보통매매			영웅문S
	보통매매  장내매수	"205,000.00"	60				20				장내매수			0:38:57
2014-04-08	나스미디어	1	"17,350"				"1,745,632"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"17,350.00"					1				KOSDAQ매수			0:39:19
2014-04-08	나스미디어	1	"17,400"				"1,745,632"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"17,400.00"					2				KOSDAQ매수			0:39:20
2014-04-08	나스미디어	2	"34,900"				"1,745,632"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"17,450.00"					4				KOSDAQ매수			0:39:20
2014-04-08	나스미디어	1	"17,500"				"1,745,632"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"17,500.00"					5				KOSDAQ매수			0:39:20
2014-04-08	나스미디어	1	"17,650"				"1,745,632"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"17,650.00"					6				KOSDAQ매수			0:39:20
2014-04-08	나스미디어	1	"17,700"		"122,510"		"1,623,122"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"17,700.00"	10				7				KOSDAQ매수			0:39:20
2014-04-08	NAVER	1	"785,000"				"1,623,122"				보통매매			영웅문S
	보통매매  장내매수	"785,000.00"					129				장내매수			0:39:20
2014-04-08	NAVER	1	"786,000"		"1,571,230"		"51,892"				보통매매			영웅문S
	보통매매  장내매수	"786,000.00"	230				130				장내매수			0:39:20
2014-04-08	경동나비엔		"78,000"		"65,990"		"117,882"							지점
	  배당금입금			"12,010"			0				배당금입금			15:05:03
2014-04-09	나스미디어	6	"104,100"				"117,882"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"17,350.00"					13				KOSDAQ매수			0:38:07
2014-04-09	나스미디어	10	"174,000"				"117,882"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"17,400.00"					23				KOSDAQ매수			0:38:07
2014-04-09	나스미디어	24	"418,800"				"117,882"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"17,450.00"					47				KOSDAQ매수			0:38:07
2014-04-09	나스미디어	33	"577,500"				"117,882"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"17,500.00"					80				KOSDAQ매수			0:38:07
2014-04-09	나스미디어	5	"87,750"		"1,362,350"		"-1,244,468"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"17,550.00"	200		"1,244,468"		85				KOSDAQ매수			0:38:07
2014-04-09	경동나비엔	10	"202,000"				"-1,244,468"				보통매매			영웅문S
	보통매매  장내매수	"20,200.00"					"1,140"				장내매수			0:38:07
2014-04-09	경동나비엔	20	"405,000"				"-1,244,468"				보통매매			영웅문S
	보통매매  장내매수	"20,250.00"					"1,160"				장내매수			0:38:07
2014-04-09	경동나비엔	10	"203,000"				"-1,244,468"				보통매매			영웅문S
	보통매매  장내매수	"20,300.00"					"1,170"				장내매수			0:38:07
2014-04-09	경동나비엔	10	"203,500"		"1,013,650"		"-2,258,118"				보통매매			영웅문S
	보통매매  장내매수	"20,350.00"	150		"1,013,650"		"1,180"				장내매수			0:38:07
2014-04-09	NAVER	1	"740,000"				"-2,258,118"				보통매매			영웅문S
	보통매매  장내매수	"740,000.00"					131				장내매수			0:38:07
2014-04-09	NAVER	1	"741,000"				"-2,258,118"				보통매매			영웅문S
	보통매매  장내매수	"741,000.00"					132				장내매수			0:38:07
2014-04-09	NAVER	1	"742,000"				"-2,258,118"				보통매매			영웅문S
	보통매매  장내매수	"742,000.00"					133				장내매수			0:38:07
2014-04-09	NAVER	1	"743,000"		"2,966,440"		"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"743,000.00"	440		"2,966,440"		134				장내매수			0:38:07
2014-04-09	코스맥스	10	"677,000"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"67,700.00"					10				장내매수			0:38:07
2014-04-09	코스맥스	10	"679,000"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"67,900.00"					20				장내매수			0:38:07
2014-04-09	코스맥스	9	"612,000"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"68,000.00"					29				장내매수			0:38:07
2014-04-09	코스맥스	4	"272,400"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"68,100.00"					33				장내매수			0:38:07
2014-04-09	코스맥스	5	"341,000"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"68,200.00"					38				장내매수			0:38:07
2014-04-09	코스맥스	6	"411,000"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"68,500.00"					44				장내매수			0:38:07
2014-04-09	코스맥스	5	"343,000"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"68,600.00"					49				장내매수			0:38:07
2014-04-09	코스맥스	3	"206,100"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"68,700.00"					52				장내매수			0:38:07
2014-04-09	코스맥스	7	"481,600"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"68,800.00"					59				장내매수			0:38:07
2014-04-09	코스맥스	10	"689,000"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"68,900.00"					69				장내매수			0:38:07
2014-04-09	코스맥스	4	"276,000"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"69,000.00"					73				장내매수			0:38:08
2014-04-09	코스맥스	3	"207,600"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"69,200.00"					76				장내매수			0:38:08
2014-04-09	코스맥스	3	"207,900"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"69,300.00"					79				장내매수			0:38:08
2014-04-09	코스맥스	1	"69,500"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"69,500.00"					80				장내매수			0:38:08
2014-04-09	코스맥스	1	"69,600"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"69,600.00"					81				장내매수			0:38:08
2014-04-09	코스맥스	1	"69,700"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"69,700.00"					82				장내매수			0:38:08
2014-04-09	코스맥스	2	"139,600"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"69,800.00"					84				장내매수			0:38:08
2014-04-09	코스맥스	1	"69,900"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"69,900.00"					85				장내매수			0:38:08
2014-04-09	코스맥스	2	"140,000"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"70,000.00"					87				장내매수			0:38:08
2014-04-09	코스맥스	1	"70,100"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"70,100.00"					88				장내매수			0:38:08
2014-04-09	코스맥스	1	"70,200"				"-5,224,558"				보통매매			영웅문S
	보통매매  장내매수	"70,200.00"					89				장내매수			0:38:08
2014-04-09	코스맥스	1	"70,300"		"6,173,420"		"-11,397,978"				보통매매			영웅문S
	보통매매  장내매수	"70,300.00"	920		"6,173,420"		90				장내매수			0:38:08
2014-04-09			"12,000,000"		"12,000,000"	"11,397,978"	"602,022"							영웅문S
	  이체입금						0				이체입금			8:55:16
2014-04-09			"1,000,000"		"1,000,000"		"1,602,022"							영웅문S
	  이체입금						0				이체입금			9:17:04
2014-04-10	나스미디어	5	"81,000"		"81,010"		"1,521,012"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"16,200.00"	10				90				KOSDAQ매수			0:39:16
2014-04-10			"2,000,000"		"2,000,000"		"3,521,012"							영웅문S
	  이체입금						0				이체입금			10:52:49
2014-04-10	한화케미칼		"48,000"		"40,610"		"3,561,622"							지점
	  배당금입금			"7,390"			0				배당금입금			15:18:33
2014-04-11	나스미디어	10	"164,000"		"164,020"		"3,397,602"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"16,400.00"	20				100				KOSDAQ매수			0:40:01
2014-04-11	경동나비엔	10	"203,000"				"3,397,602"				보통매매			영웅문S
	보통매매  장내매수	"20,300.00"					"1,190"				장내매수			0:40:01
2014-04-11	경동나비엔	10	"203,500"		"406,560"		"2,991,042"				보통매매			영웅문S
	보통매매  장내매수	"20,350.00"	60				"1,200"				장내매수			0:40:01
2014-04-11	코스맥스	1	"73,000"				"2,991,042"				보통매매			영웅문S
	보통매매  장내매수	"73,000.00"					91				장내매수			0:40:01
2014-04-11	코스맥스	1	"73,100"				"2,991,042"				보통매매			영웅문S
	보통매매  장내매수	"73,100.00"					92				장내매수			0:40:01
2014-04-11	코스맥스	1	"73,200"				"2,991,042"				보통매매			영웅문S
	보통매매  장내매수	"73,200.00"					93				장내매수			0:40:01
2014-04-11	코스맥스	2	"146,600"				"2,991,042"				보통매매			영웅문S
	보통매매  장내매수	"73,300.00"					95				장내매수			0:40:01
2014-04-11	코스맥스	2	"147,000"				"2,991,042"				보통매매			영웅문S
	보통매매  장내매수	"73,500.00"					97				장내매수			0:40:01
2014-04-11	코스맥스	1	"73,700"				"2,991,042"				보통매매			영웅문S
	보통매매  장내매수	"73,700.00"					98				장내매수			0:40:01
2014-04-11	코스맥스	1	"73,900"				"2,991,042"				보통매매			영웅문S
	보통매매  장내매수	"73,900.00"					99				장내매수			0:40:01
2014-04-11	코스맥스	5	"411,000"				"2,991,042"				보통매매			영웅문S
	보통매매  장내매수	"82,200.00"					104				장내매수			0:40:01
2014-04-11	코스맥스	5	"412,000"		"1,483,720"		"1,507,322"				보통매매			영웅문S
	보통매매  장내매수	"82,400.00"	220				109				장내매수			0:40:01
2014-04-14			"5,983"		"5,073"		"1,512,395"							지점
	  예탁금이용료(이자)입금			910			0				예탁금이용료(이자)입금			0:42:34
2014-04-14	코스맥스	1	"76,700"		"76,710"		"1,435,685"				보통매매			영웅문S
	보통매매  장내매수	"76,700.00"	10				110				장내매수			1:08:43
2014-04-14	삼성SDI		"310,000"		"262,260"		"1,697,945"							지점
	  배당금입금			"47,740"			0				배당금입금			15:41:15
2014-04-14	한국타이어		"52,000"		"44,000"		"1,741,945"							지점
	  배당금입금			"8,000"			0				배당금입금			16:22:41
2014-04-15			"1,200,000"		"1,200,000"		"541,945"							영웅문W
	  대체출금						0				대체출금			16:25:59
2014-04-15			"300,000"		"300,000"		"241,945"							영웅문W
	  대체출금						0				대체출금			16:31:23
2014-04-16	SK텔레콤		"277,200"		"234,520"		"476,465"							지점
	  배당금입금			"42,680"			0				배당금입금			15:12:52
2014-04-17			"5,700,000"		"5,700,000"		"6,176,465"							영웅문S
	  이체입금						0				이체입금			9:48:38
2014-04-17	한국쉘석유		"54,000"		"45,690"		"6,222,155"							지점
	  배당금입금			"8,310"			0				배당금입금			15:04:52
2014-04-17			"1,000,000"		"1,000,000"		"7,222,155"							영웅문3
	  이체입금						0				이체입금			23:08:51
2014-04-17			"1,000,000"		"1,000,000"		"6,222,155"							영웅문W
	  대체출금						0				대체출금			23:10:56
2014-04-18	경동나비엔	10	"215,500"				"6,222,155"				보통매매			영웅문S
	보통매매  장내매수	"21,550.00"					"1,210"				장내매수			0:39:24
2014-04-18	경동나비엔	10	"216,000"				"6,222,155"				보통매매			영웅문S
	보통매매  장내매수	"21,600.00"					"1,220"				장내매수			0:39:24
2014-04-18	경동나비엔	10	"216,500"				"6,222,155"				보통매매			영웅문S
	보통매매  장내매수	"21,650.00"					"1,230"				장내매수			0:39:24
2014-04-18	경동나비엔	10	"217,000"		"865,120"		"5,357,035"				보통매매			영웅문S
	보통매매  장내매수	"21,700.00"	120				"1,240"				장내매수			0:39:24
2014-04-18	코스맥스	10	"724,000"				"5,357,035"				보통매매			영웅문S
	보통매매  장내매수	"72,400.00"					120				장내매수			0:39:24
2014-04-18	코스맥스	4	"290,000"				"5,357,035"				보통매매			영웅문S
	보통매매  장내매수	"72,500.00"					124				장내매수			0:39:24
2014-04-18	코스맥스	13	"943,800"				"5,357,035"				보통매매			영웅문S
	보통매매  장내매수	"72,600.00"					137				장내매수			0:39:24
2014-04-18	코스맥스	9	"654,300"				"5,357,035"				보통매매			영웅문S
	보통매매  장내매수	"72,700.00"					146				장내매수			0:39:24
2014-04-18	코스맥스	7	"509,600"				"5,357,035"				보통매매			영웅문S
	보통매매  장내매수	"72,800.00"					153				장내매수			0:39:24
2014-04-18	코스맥스	5	"365,000"				"5,357,035"				보통매매			영웅문S
	보통매매  장내매수	"73,000.00"					158				장내매수			0:39:24
2014-04-18	코스맥스	4	"292,400"				"5,357,035"				보통매매			영웅문S
	보통매매  장내매수	"73,100.00"					162				장내매수			0:39:24
2014-04-18	코스맥스	4	"292,800"				"5,357,035"				보통매매			영웅문S
	보통매매  장내매수	"73,200.00"					166				장내매수			0:39:24
2014-04-18	코스맥스	2	"146,600"				"5,357,035"				보통매매			영웅문S
	보통매매  장내매수	"73,300.00"					168				장내매수			0:39:24
2014-04-18	코스맥스	1	"73,400"				"5,357,035"				보통매매			영웅문S
	보통매매  장내매수	"73,400.00"					169				장내매수			0:39:24
2014-04-18	코스맥스	1	"73,500"		"4,366,050"		"990,985"				보통매매			영웅문S
	보통매매  장내매수	"73,500.00"	650				170				장내매수			0:39:24
2014-04-18	NAVER		"49,178"		"41,618"		"1,032,603"							지점
	  배당금입금			"7,560"			0				배당금입금			13:38:51
2014-04-18	코리아써키트		"14,000"		"11,850"		"1,044,453"							지점
	  배당금입금			"2,150"			0				배당금입금			15:36:57
2014-04-18	현대중공업		"70,000"		"59,220"		"1,103,673"							지점
	  배당금입금			"10,780"			0				배당금입금			15:46:58
2014-04-18	현대글로비스		"93,000"		"78,680"		"1,182,353"							지점
	  배당금입금			"14,320"			0				배당금입금			16:44:30
2014-04-21	경동나비엔	20	"430,000"				"1,182,353"				보통매매			영웅문S
	보통매매  장내매수	"21,500.00"					"1,260"				장내매수			0:37:15
2014-04-21	경동나비엔	10	"215,500"				"1,182,353"				보통매매			영웅문S
	보통매매  장내매수	"21,550.00"					"1,270"				장내매수			0:37:15
2014-04-21	경동나비엔	10	"216,000"		"861,620"		"320,733"				보통매매			영웅문S
	보통매매  장내매수	"21,600.00"	120				"1,280"				장내매수			0:37:15
2014-04-21	디지탈옵틱		"3,000"		"3,000"		"323,733"							지점
	  배당금입금						0				배당금입금			16:01:15
2014-04-22			"3,000,000"		"3,000,000"		"3,323,733"							영웅문S
	  이체입금						0				이체입금			12:47:29
2014-04-23	나스미디어	20	"326,000"				"3,323,733"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"16,300.00"					120				KOSDAQ매수			0:39:01
2014-04-23	나스미디어	20	"327,000"				"3,323,733"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"16,350.00"					140				KOSDAQ매수			0:39:01
2014-04-23	나스미디어	20	"328,000"				"3,323,733"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"16,400.00"					160				KOSDAQ매수			0:39:01
2014-04-23	나스미디어	10	"164,500"		"1,145,670"		"2,178,063"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"16,450.00"	170				170				KOSDAQ매수			0:39:01
2014-04-23	경동나비엔	10	"234,500"				"2,178,063"				보통매매			영웅문S
	보통매매  장내매수	"23,450.00"					"1,290"				장내매수			0:39:01
2014-04-23	경동나비엔	10	"235,000"		"469,570"		"1,708,493"				보통매매			영웅문S
	보통매매  장내매수	"23,500.00"	70				"1,300"				장내매수			0:39:01
2014-04-23	코스맥스	10	"700,000"				"1,708,493"				보통매매			영웅문S
	보통매매  장내매수	"70,000.00"					180				장내매수			0:39:01
2014-04-23	코스맥스	10	"701,000"		"1,401,210"		"307,283"				보통매매			영웅문S
	보통매매  장내매수	"70,100.00"	210				190				장내매수			0:39:01
2014-04-24			"10,000,000"		"10,000,000"		"10,307,283"							영웅문S
	  이체입금						0				이체입금			10:08:11
2014-04-25	나스미디어	10	"163,000"				"10,307,283"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"16,300.00"					180				KOSDAQ매수			0:39:22
2014-04-25	나스미디어	10	"163,500"				"10,307,283"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"16,350.00"					190				KOSDAQ매수			0:39:22
2014-04-25	나스미디어	10	"164,000"		"490,570"		"9,816,713"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"16,400.00"	70				200				KOSDAQ매수			0:39:22
2014-04-25	CJE&M	5	"257,500"				"9,816,713"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"51,500.00"					405				KOSDAQ매수			0:39:22
2014-04-25	CJE&M	5	"258,000"				"9,816,713"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"51,600.00"					410				KOSDAQ매수			0:39:22
2014-04-25	CJE&M	10	"517,000"				"9,816,713"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"51,700.00"					420				KOSDAQ매수			0:39:22
2014-04-25	CJE&M	10	"518,000"		"1,550,730"		"8,265,983"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"51,800.00"	230				430				KOSDAQ매수			0:39:22
2014-04-25	경동나비엔	10	"240,000"				"8,265,983"				보통매매			영웅문S
	보통매매  장내매수	"24,000.00"					"1,310"				장내매수			0:39:22
2014-04-25	경동나비엔	10	"240,500"				"8,265,983"				보통매매			영웅문S
	보통매매  장내매수	"24,050.00"					"1,320"				장내매수			0:39:22
2014-04-25	경동나비엔	20	"482,000"				"8,265,983"				보통매매			영웅문S
	보통매매  장내매수	"24,100.00"					"1,340"				장내매수			0:39:22
2014-04-25	경동나비엔	20	"483,000"				"8,265,983"				보통매매			영웅문S
	보통매매  장내매수	"24,150.00"					"1,360"				장내매수			0:39:22
2014-04-25	경동나비엔	20	"484,000"				"8,265,983"				보통매매			영웅문S
	보통매매  장내매수	"24,200.00"					"1,380"				장내매수			0:39:22
2014-04-25	경동나비엔	10	"242,500"				"8,265,983"				보통매매			영웅문S
	보통매매  장내매수	"24,250.00"					"1,390"				장내매수			0:39:22
2014-04-25	경동나비엔	10	"243,000"		"2,415,360"		"5,850,623"				보통매매			영웅문S
	보통매매  장내매수	"24,300.00"	360				"1,400"				장내매수			0:39:22
2014-04-25	LG화학	2	"547,000"				"5,850,623"				보통매매			영웅문S
	보통매매  장내매수	"273,500.00"					2				장내매수			0:39:22
2014-04-25	LG화학	2	"548,000"				"5,850,623"				보통매매			영웅문S
	보통매매  장내매수	"274,000.00"					4				장내매수			0:39:22
2014-04-25	LG화학	2	"551,000"				"5,850,623"				보통매매			영웅문S
	보통매매  장내매수	"275,500.00"					6				장내매수			0:39:22
2014-04-25	LG화학	1	"276,000"				"5,850,623"				보통매매			영웅문S
	보통매매  장내매수	"276,000.00"					7				장내매수			0:39:22
2014-04-25	LG화학	2	"553,000"				"5,850,623"				보통매매			영웅문S
	보통매매  장내매수	"276,500.00"					9				장내매수			0:39:22
2014-04-25	LG화학	1	"277,000"		"2,752,410"		"3,098,213"				보통매매			영웅문S
	보통매매  장내매수	"277,000.00"	410				10				장내매수			0:39:22
2014-04-25	한국타이어	5	"296,000"				"3,098,213"				보통매매			영웅문S
	보통매매  장내매수	"59,200.00"					135				장내매수			0:39:22
2014-04-25	한국타이어	10	"593,000"		"889,130"		"2,209,083"				보통매매			영웅문S
	보통매매  장내매수	"59,300.00"	130				145				장내매수			0:39:22
2014-04-25	코스맥스	5	"350,500"				"2,209,083"				보통매매			영웅문S
	보통매매  장내매수	"70,100.00"					195				장내매수			0:39:22
2014-04-25	코스맥스	5	"351,000"		"701,600"		"1,507,483"				보통매매			영웅문S
	보통매매  장내매수	"70,200.00"	100				200				장내매수			0:39:22
2014-04-28	LG화학우	1	"150,500"				"1,507,483"				보통매매			영웅문S
	보통매매  장내매수	"150,500.00"					1				장내매수			0:36:57
2014-04-28	LG화학우	2	"302,000"		"452,560"		"1,054,923"				보통매매			영웅문S
	보통매매  장내매수	"151,000.00"	60				3				장내매수			0:36:57
2014-04-29			"3,200,000"		"3,200,000"		"4,254,923"							영웅문S
	  이체입금						0				이체입금			14:19:15
2014-04-30	쎌바이오텍	10	"299,000"				"4,254,923"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"29,900.00"					"1,810"				KOSDAQ매수			0:39:28
2014-04-30	쎌바이오텍	10	"299,500"				"4,254,923"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"29,950.00"					"1,820"				KOSDAQ매수			0:39:28
2014-04-30	쎌바이오텍	5	"150,000"				"4,254,923"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"30,000.00"					"1,825"				KOSDAQ매수			0:39:28
2014-04-30	쎌바이오텍	10	"300,500"				"4,254,923"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"30,050.00"					"1,835"				KOSDAQ매수			0:39:28
2014-04-30	쎌바이오텍	5	"150,500"		"1,199,670"		"3,055,253"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"30,100.00"	170				"1,840"				KOSDAQ매수			0:39:28
2014-04-30	경동나비엔	30	"727,500"				"3,055,253"				보통매매			영웅문S
	보통매매  장내매수	"24,250.00"					"1,430"				장내매수			0:39:28
2014-04-30	경동나비엔	20	"486,000"				"3,055,253"				보통매매			영웅문S
	보통매매  장내매수	"24,300.00"					"1,450"				장내매수			0:39:28
2014-04-30	경동나비엔	10	"243,500"		"1,457,210"		"1,598,043"				보통매매			영웅문S
	보통매매  장내매수	"24,350.00"	210				"1,460"				장내매수			0:39:28
2014-04-30			"2,750,000"		"2,750,000"		"4,348,043"							영웅문S
	  이체입금						0				이체입금			9:23:06
2014-05-02	CJE&M	10	"498,500"				"4,348,043"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"49,850.00"					440				KOSDAQ매수			0:46:44
2014-05-02	CJE&M	5	"249,500"				"4,348,043"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"49,900.00"					445				KOSDAQ매수			0:46:44
2014-05-02	CJE&M	5	"249,750"		"997,890"		"3,350,153"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"49,950.00"	140				450				KOSDAQ매수			0:46:44
2014-05-02	경동나비엔	30	"727,500"				"3,350,153"				보통매매			영웅문S
	보통매매  장내매수	"24,250.00"					"1,490"				장내매수			0:46:44
2014-05-02	경동나비엔	30	"729,000"				"3,350,153"				보통매매			영웅문S
	보통매매  장내매수	"24,300.00"					"1,520"				장내매수			0:46:44
2014-05-02	경동나비엔	50	"1,217,500"				"3,350,153"				보통매매			영웅문S
	보통매매  장내매수	"24,350.00"					"1,570"				장내매수			0:46:44
2014-05-02	경동나비엔	30	"732,000"		"3,406,510"		"-56,357"				보통매매			영웅문S
	보통매매  장내매수	"24,400.00"	510		"56,357"		"1,600"				장내매수			0:46:44
2014-05-02			"100,000"		"100,000"	"56,357"	"43,643"							영웅문S
	  이체입금						0				이체입금			9:05:54
2014-05-04			"9,900,000"		"9,900,000"		"9,943,643"							영웅문S
	  이체입금						0				이체입금			10:22:23
2014-05-06			"500,000"		"500,000"		"9,443,643"							영웅문W
	  대체출금						0				대체출금			23:02:42
2014-05-07	쎌바이오텍	15	"472,500"				"9,443,643"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"31,500.00"					"1,855"				KOSDAQ매수			0:36:46
2014-05-07	쎌바이오텍	10	"315,500"				"9,443,643"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"31,550.00"					"1,865"				KOSDAQ매수			0:36:46
2014-05-07	쎌바이오텍	5	"158,000"				"9,443,643"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"31,600.00"					"1,870"				KOSDAQ매수			0:36:46
2014-05-07	쎌바이오텍	5	"158,250"				"9,443,643"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"31,650.00"					"1,875"				KOSDAQ매수			0:36:46
2014-05-07	쎌바이오텍	5	"158,500"		"1,262,930"		"8,180,713"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"31,700.00"	180				"1,880"				KOSDAQ매수			0:36:46
2014-05-08	쎌바이오텍	10	"316,500"				"8,180,713"				보통매매			영웅문S
