거래일자	종목명	거래수량	거래금액	거래세/농특세	정산금액	미수변제	예수금	대출상환금	대출일	매체구분
	거래종류	거래단가	수수료	소득세/주민세	미수발생	연체변제	유가잔고	신용/대출이자	상환차금	처리시간
	보통매매 장내매수	"29,900.00"					"2,395"			0:40:35
2014-08-27	경동나비엔	5	"149,750"		"597,830"		"56,743,084"			영웅문S(2015)
	보통매매 장내매수	"29,950.00"	80				"2,400"			0:40:35
2014-09-02	경동나비엔	20	"618,000"				"46,350,134"			영웅문S(2015)
	보통매매 장내매수	"30,900.00"					"2,420"			0:39:00
2014-09-02	경동나비엔	20	"619,000"				"46,350,134"			영웅문S(2015)
	보통매매 장내매수	"30,950.00"					"2,440"			0:39:00
2014-09-02	경동나비엔	10	"310,000"				"46,350,134"			영웅문S(2015)
	보통매매 장내매수	"31,000.00"					"2,450"			0:39:00
2014-09-02	경동나비엔	20	"621,000"				"46,350,134"			영웅문S(2015)
	보통매매 장내매수	"31,050.00"					"2,470"			0:39:00
2014-09-02	경동나비엔	10	"311,000"				"46,350,134"			영웅문S(2015)
	보통매매 장내매수	"31,100.00"					"2,480"			0:39:00
2014-09-02	경동나비엔	10	"311,500"				"46,350,134"			영웅문S(2015)
	보통매매 장내매수	"31,150.00"					"2,490"			0:39:00
2014-09-02	경동나비엔	10	"312,000"		"3,102,960"		"43,247,174"			영웅문S(2015)
	보통매매 장내매수	"31,200.00"	460				"2,500"			0:39:00
2014-09-05	경동나비엔	10	"318,000"				"38,615,494"			영웅문S(2015)
	보통매매 장내매수	"31,800.00"					"2,510"			0:39:17
2014-09-05	경동나비엔	10	"318,500"		"636,590"		"37,978,904"			영웅문S(2015)
	보통매매 장내매수	"31,850.00"	90				"2,520"			0:39:17
2014-09-16	경동나비엔	20	"632,000"				"23,621,852"			영웅문S(2015)
	보통매매 장내매수	"31,600.00"					"2,540"			0:39:24
2014-09-16	경동나비엔	30	"949,500"				"23,621,852"			영웅문S(2015)
	보통매매 장내매수	"31,650.00"					"2,570"			0:39:24
2014-09-16	경동나비엔	20	"635,000"				"23,621,852"			영웅문S(2015)
	보통매매 장내매수	"31,750.00"					"2,590"			0:39:24
2014-09-16	경동나비엔	30	"954,000"				"23,621,852"			영웅문S(2015)
	보통매매 장내매수	"31,800.00"					"2,620"			0:39:24
2014-09-16	경동나비엔	30	"955,500"				"23,621,852"			영웅문S(2015)
	보통매매 장내매수	"31,850.00"					"2,650"			0:39:24
2014-09-16	경동나비엔	30	"957,000"		"5,083,760"		"18,538,092"			영웅문S(2015)
	보통매매 장내매수	"31,900.00"	760				"2,680"			0:39:24
2014-09-18	경동나비엔	10	"319,000"				"8,970,082"			영웅문S(2015)
	보통매매 장내매수	"31,900.00"					"2,690"			0:39:59
2014-09-18	경동나비엔	10	"319,500"				"8,970,082"			영웅문S(2015)
	보통매매 장내매수	"31,950.00"					"2,700"			0:39:59
2014-09-18	경동나비엔	10	"320,000"				"8,970,082"			영웅문S(2015)
	보통매매 장내매수	"32,000.00"					"2,710"			0:39:59
2014-09-18	경동나비엔	10	"321,000"				"8,970,082"			영웅문S(2015)
	보통매매 장내매수	"32,100.00"					"2,720"			0:39:59
2014-09-18	경동나비엔	10	"321,500"		"1,601,240"		"7,368,842"			영웅문S(2015)
	보통매매 장내매수	"32,150.00"	240				"2,730"			0:39:59
2014-09-24	경동나비엔	10	"318,000"				"9,296,842"			영웅문S(2015)
	보통매매 장내매수	"31,800.00"					"2,740"			0:40:10
2014-09-24	경동나비엔	10	"318,500"		"636,590"		"8,660,252"			영웅문S(2015)
	보통매매 장내매수	"31,850.00"	90				"2,750"			0:40:10
2014-09-25	경동나비엔	10	"314,000"				"14,769,656"			영웅문S(2015)
	보통매매 장내매수	"31,400.00"					"2,760"			0:41:00
2014-09-25	경동나비엔	10	"314,500"				"14,769,656"			영웅문S(2015)
	보통매매 장내매수	"31,450.00"					"2,770"			0:41:00
2014-09-25	경동나비엔	10	"315,000"		"943,640"		"13,826,016"			영웅문S(2015)
	보통매매 장내매수	"31,500.00"	140				"2,780"			0:41:00
2014-09-26	경동나비엔	10	"300,500"		"300,540"		"13,587,346"			영웅문S(2015)
	보통매매 장내매수	"30,050.00"	40				"2,790"			0:41:11
2014-09-30	경동나비엔	20	"586,000"		"586,080"		"12,345,676"			영웅문S(2015)
	보통매매 장내매수	"29,300.00"	80				"2,810"			0:40:53
2014-10-01	경동나비엔	10	"294,500"				"16,392,898"			영웅문S(2015)
	보통매매 장내매도	"29,450.00"					"2,800"			1:06:11
2014-10-01	경동나비엔	10	"295,000"				"16,392,898"			영웅문S(2015)
	보통매매 장내매도	"29,500.00"					"2,790"			1:06:11
2014-10-01	경동나비엔	10	"295,500"				"16,392,898"			영웅문S(2015)
	보통매매 장내매도	"29,550.00"					"2,780"			1:06:11
2014-10-01	경동나비엔	10	"296,000"	"3,540"	"1,177,290"		"17,570,188"			영웅문S(2015)
	보통매매 장내매도	"29,600.00"	170				"2,770"			1:06:11
2014-10-08	경동나비엔	10	"296,000"		"296,040"		"17,839,912"			영웅문S(2015)
	보통매매 장내매수	"29,600.00"	40				"2,780"			0:39:47
2014-10-10	경동나비엔	10	"295,000"				"11,267,342"			영웅문S(2015)
	보통매매 장내매수	"29,500.00"					"2,790"			0:37:42
2014-10-10	경동나비엔	10	"295,500"		"590,580"		"10,676,762"			영웅문S(2015)
	보통매매 장내매수	"29,550.00"	80				"2,800"			0:37:42
2014-11-10	경동나비엔	100	"2,655,000"				"72,099,899"			영웅문S(2015)
	보통매매 장내매도	"26,550.00"					"2,700"			0:37:38
2014-11-10	경동나비엔	100	"2,660,000"				"72,099,899"			영웅문S(2015)
	보통매매 장내매도	"26,600.00"					"2,600"			0:37:38
2014-11-10	경동나비엔	100	"2,720,000"	"24,102"	"8,009,698"		"80,109,597"			영웅문S(2015)
	보통매매 장내매도	"27,200.00"	"1,200"				"2,500"			0:37:38
2014-11-19	경동나비엔	100	"2,455,000"	"7,364"	"2,447,276"		"99,356,105"			영웅문S(2015)
	보통매매 장내매도	"24,550.00"	360				"2,400"			0:39:34
2014-12-02	경동나비엔	10	"247,500"				"93,458,235"			영웅문S(2015)
	보통매매 장내매수	"24,750.00"					"2,410"			0:39:45
2014-12-02	경동나비엔	10	"248,000"				"93,458,235"			영웅문S(2015)
	보통매매 장내매수	"24,800.00"					"2,420"			0:39:46
2014-12-02	경동나비엔	10	"248,500"		"744,110"		"92,714,125"			영웅문S(2015)
	보통매매 장내매수	"24,850.00"	110				"2,430"			0:39:46
2014-12-11	경동나비엔	10	"272,500"				"81,219,955"			영웅문S(2015)
	보통매매 장내매수	"27,250.00"					"2,440"			0:39:47
2014-12-11	경동나비엔	10	"273,000"				"81,219,955"			영웅문S(2015)
	보통매매 장내매수	"27,300.00"					"2,450"			0:39:47
2014-12-11	경동나비엔	10	"273,500"				"81,219,955"			영웅문S(2015)
	보통매매 장내매수	"27,350.00"					"2,460"			0:39:47
2014-12-11	경동나비엔	10	"274,000"		"1,093,160"		"80,126,795"			영웅문S(2015)
	보통매매 장내매수	"27,400.00"	160				"2,470"			0:39:47
2014-12-26	경동나비엔	10	"279,500"				"15,838,205"			영웅문S(2015)
	보통매매 장내매수	"27,950.00"					"2,480"			0:37:07
2014-12-26	경동나비엔	10	"280,000"				"15,838,205"			영웅문S(2015)
	보통매매 장내매수	"28,000.00"					"2,490"			0:37:07
2014-12-26	경동나비엔	10	"280,500"		"840,120"		"14,998,085"			영웅문S(2015)
	보통매매 장내매수	"28,050.00"	120				"2,500"			0:37:07
2015-01-09	경동나비엔	100	"2,400,000"				"15,606,361"			영웅문S(2015)
	보통매매 장내매도	"24,000.00"					"2,400"			0:40:08
2015-01-09	경동나비엔	100	"2,405,000"				"15,606,361"			영웅문S(2015)
	보통매매 장내매도	"24,050.00"					"2,300"			0:40:08
2015-01-09	경동나비엔	100	"2,410,000"	"21,644"	"7,192,276"		"22,798,637"			영웅문S(2015)
	보통매매 장내매도	"24,100.00"	"1,080"				"2,200"			0:40:08
2015-01-15	경동나비엔	50	"1,145,000"	"3,434"	"1,141,396"		"1,720,680"			영웅문S(2015)
	보통매매 장내매도	"22,900.00"	170				"2,150"			0:39:47
2015-01-16	경동나비엔	100	"2,310,000"	"6,928"	"2,302,732"		"10,329,132"			영웅문S(2015)
	보통매매 장내매도	"23,100.00"	340				"2,050"			0:40:27
2015-02-11	경동나비엔	30	"681,000"				"4,065,962"			영웅문S(2015)
	보통매매 장내매수	"22,700.00"					"2,080"			0:39:51
2015-02-11	경동나비엔	20	"455,000"				"4,065,962"			영웅문S(2015)
	보통매매 장내매수	"22,750.00"					"2,100"			0:39:51
2015-02-11	경동나비엔	20	"456,000"				"4,065,962"			영웅문S(2015)
	보통매매 장내매수	"22,800.00"					"2,120"			0:39:51
2015-02-11	경동나비엔	30	"685,500"		"2,277,840"		"1,788,122"			영웅문S(2015)
	보통매매 장내매수	"22,850.00"	340				"2,150"			0:39:51
2015-02-23	경동나비엔	10	"232,000"				"12,809,134"			영웅문S(2015)
	보통매매 장내매수	"23,200.00"					"2,160"			0:37:56
2015-02-23	경동나비엔	10	"232,500"		"464,560"		"12,344,574"			영웅문S(2015)
	보통매매 장내매수	"23,250.00"	60				"2,170"			0:37:56
2015-02-24	경동나비엔	10	"230,000"				"19,333,971"			영웅문S(2015)
	보통매매 장내매수	"23,000.00"					"2,180"			0:40:34
2015-02-24	경동나비엔	20	"461,000"				"19,333,971"			영웅문S(2015)
	보통매매 장내매수	"23,050.00"					"2,200"			0:40:34
2015-02-24	경동나비엔	20	"462,000"		"1,153,170"		"18,180,801"			영웅문S(2015)
	보통매매 장내매수	"23,100.00"	170				"2,220"			0:40:34
2015-02-26	경동나비엔	20	"469,000"				"4,492,201"			영웅문S(2015)
	보통매매 장내매수	"23,450.00"					"2,240"			0:40:33
2015-02-26	경동나비엔	20	"470,000"				"4,492,201"			영웅문S(2015)
	보통매매 장내매수	"23,500.00"					"2,260"			0:40:33
2015-02-26	경동나비엔	20	"471,000"				"4,492,201"			영웅문S(2015)
	보통매매 장내매수	"23,550.00"					"2,280"			0:40:33
2015-02-26	경동나비엔	10	"236,000"		"1,646,240"		"2,845,961"			영웅문S(2015)
	보통매매 장내매수	"23,600.00"	240				"2,290"			0:40:33
2015-02-27	경동나비엔	10	"237,500"		"237,530"		"9,520,481"			영웅문S(2015)
	보통매매 장내매수	"23,750.00"	30				"2,300"			0:40:50
2015-03-06	경동나비엔	10	"247,500"				"9,478,465"			영웅문S(2015)
	보통매매 장내매수	"24,750.00"					"2,310"			0:40:06
2015-03-06	경동나비엔	10	"248,000"				"9,478,465"			영웅문S(2015)
	보통매매 장내매수	"24,800.00"					"2,320"			0:40:06
2015-03-06	경동나비엔	10	"248,500"				"9,478,465"			영웅문S(2015)
	보통매매 장내매수	"24,850.00"					"2,330"			0:40:06
2015-03-06	경동나비엔	10	"249,000"				"9,478,465"			영웅문S(2015)
	보통매매 장내매수	"24,900.00"					"2,340"			0:40:06
2015-03-06	경동나비엔	10	"249,500"				"9,478,465"			영웅문S(2015)
	보통매매 장내매수	"24,950.00"					"2,350"			0:40:06
2015-03-06	경동나비엔	10	"250,000"		"1,492,720"		"7,985,745"			영웅문S(2015)
	보통매매 장내매수	"25,000.00"	220				"2,360"			0:40:06
2015-03-11	경동나비엔	10	"279,000"				"3,754,173"			영웅문S(2015)
	보통매매 장내매수	"27,900.00"					"2,370"			0:40:24
2015-03-11	경동나비엔	15	"420,000"				"3,754,173"			영웅문S(2015)
	보통매매 장내매수	"28,000.00"					"2,385"			0:40:24
2015-03-11	경동나비엔	5	"141,750"				"3,754,173"			영웅문S(2015)
	보통매매 장내매수	"28,350.00"					"2,390"			0:40:24
2015-03-11	경동나비엔	5	"142,000"				"3,754,173"			영웅문S(2015)
	보통매매 장내매수	"28,400.00"					"2,395"			0:40:24
2015-03-11	경동나비엔	5	"142,250"		"1,125,160"		"2,629,013"			영웅문S(2015)
	보통매매 장내매수	"28,450.00"	160				"2,400"			0:40:24
2015-04-08	경동나비엔		"250,000"		"211,500"		"8,259,361"			지점
	 배당금입금			"38,500"			0			15:26:48
2015-04-09	경동나비엔	10	"306,500"				"15,392,602"			영웅문S(2015)
	보통매매 장내매수	"30,650.00"					"2,410"			0:41:17
2015-04-09	경동나비엔	10	"307,000"				"15,392,602"			영웅문S(2015)
	보통매매 장내매수	"30,700.00"					"2,420"			0:41:17
2015-04-09	경동나비엔	5	"154,000"				"15,392,602"			영웅문S(2015)
	보통매매 장내매수	"30,800.00"					"2,425"			0:41:17
2015-04-09	경동나비엔	5	"154,250"		"921,880"		"14,470,722"			영웅문S(2015)
	보통매매 장내매수	"30,850.00"	130				"2,430"			0:41:17
2015-04-15	경동나비엔	10	"303,500"				"2,458,888"			영웅문S(2015)
	보통매매 장내매수	"30,350.00"					"2,440"			0:42:14
2015-04-15	경동나비엔	10	"305,000"				"2,458,888"			영웅문S(2015)
	보통매매 장내매수	"30,500.00"					"2,450"			0:42:14
2015-04-15	경동나비엔	15	"461,250"				"2,458,888"			영웅문S(2015)
	보통매매 장내매수	"30,750.00"					"2,465"			0:42:14
2015-04-15	경동나비엔	15	"462,000"				"2,458,888"			영웅문S(2015)
	보통매매 장내매수	"30,800.00"					"2,480"			0:42:14
2015-04-15	경동나비엔	10	"308,500"				"2,458,888"			영웅문S(2015)
	보통매매 장내매수	"30,850.00"					"2,490"			0:42:14
2015-04-15	경동나비엔	10	"309,000"				"2,458,888"			영웅문S(2015)
	보통매매 장내매수	"30,900.00"					"2,500"			0:42:14
2015-04-15	경동나비엔	10	"309,500"		"2,459,110"		-222			영웅문S(2015)
	보통매매 장내매수	"30,950.00"	360		222		"2,510"			0:42:14
2015-04-16	경동나비엔	10	"298,000"				"3,157,236"			영웅문S(2015)
	보통매매 장내매수	"29,800.00"					"2,520"			0:42:46
2015-04-16	경동나비엔	10	"298,500"				"3,157,236"			영웅문S(2015)
	보통매매 장내매수	"29,850.00"					"2,530"			0:42:46
2015-04-16	경동나비엔	10	"299,000"				"3,157,236"			영웅문S(2015)
	보통매매 장내매수	"29,900.00"					"2,540"			0:42:46
2015-04-16	경동나비엔	10	"299,500"				"3,157,236"			영웅문S(2015)
	보통매매 장내매수	"29,950.00"					"2,550"			0:42:46
2015-04-16	경동나비엔	5	"150,000"				"3,157,236"			영웅문S(2015)
	보통매매 장내매수	"30,000.00"					"2,555"			0:42:46
2015-04-16	경동나비엔	5	"150,250"		"1,495,470"		"1,661,766"			영웅문S(2015)
	보통매매 장내매수	"30,050.00"	220				"2,560"			0:42:46
2015-05-11	경동나비엔	100	"2,835,000"				"160,613,900"			영웅문3
	보통매매 장내매도	"28,350.00"					"2,460"			0:38:31
2015-05-11	경동나비엔	100	"2,850,000"				"160,613,900"			영웅문3
	보통매매 장내매도	"28,500.00"					"2,360"			0:38:31
2015-05-11	경동나비엔	53	"1,526,400"				"160,613,900"			영웅문3
	보통매매 장내매도	"28,800.00"					"2,307"			0:38:31
2015-05-11	경동나비엔	14	"403,900"	"22,834"	"7,591,326"		"168,205,226"			영웅문3
	보통매매 장내매도	"28,850.00"	"1,140"				"2,293"			0:38:31
2015-05-11	경동나비엔	100	"2,790,000"				"168,205,226"			영웅문S(2015)
	보통매매 장내매도	"27,900.00"					"2,193"			0:38:31
2015-05-11	경동나비엔	50	"1,397,500"				"168,205,226"			영웅문S(2015)
	보통매매 장내매도	"27,950.00"					"2,143"			0:38:31
2015-05-11	경동나비엔	200	"5,610,000"				"168,205,226"			영웅문S(2015)
	보통매매 장내매도	"28,050.00"					"1,943"			0:38:31
2015-05-11	경동나비엔	100	"2,810,000"	"37,812"	"12,567,798"		"180,773,024"			영웅문S(2015)
	보통매매 장내매도	"28,100.00"	"1,890"				"1,843"			0:38:31
2015-05-12	경동나비엔	43	"1,274,950"	"3,822"	"1,270,938"		"225,612,910"			영웅문S(2015)
	보통매매 장내매도	"29,650.00"	190				"1,800"			0:40:59
2015-05-21	경동나비엔	10	"302,500"				"208,815,970"			영웅문S(2015)
	보통매매 장내매수	"30,250.00"					"1,810"			0:42:52
2015-05-21	경동나비엔	10	"303,000"				"208,815,970"			영웅문S(2015)
	보통매매 장내매수	"30,300.00"					"1,820"			0:42:52
2015-05-21	경동나비엔	10	"303,500"				"208,815,970"			영웅문S(2015)
	보통매매 장내매수	"30,350.00"					"1,830"			0:42:52
2015-05-21	경동나비엔	10	"304,000"		"1,213,180"		"207,602,790"			영웅문S(2015)
	보통매매 장내매수	"30,400.00"	180				"1,840"			0:42:52
2015-05-26	경동나비엔	10	"309,000"				"204,186,950"			영웅문S(2015)
	보통매매 장내매수	"30,900.00"					"1,850"			0:39:03
2015-05-26	경동나비엔	10	"309,500"				"204,186,950"			영웅문S(2015)
	보통매매 장내매수	"30,950.00"					"1,860"			0:39:03
2015-05-26	경동나비엔	10	"310,000"				"204,186,950"			영웅문S(2015)
	보통매매 장내매수	"31,000.00"					"1,870"			0:39:03
2015-05-26	경동나비엔	10	"310,500"		"1,239,180"		"202,947,770"			영웅문S(2015)
	보통매매 장내매수	"31,050.00"	180				"1,880"			0:39:03
2015-05-27	경동나비엔	10	"307,000"				"199,301,290"			영웅문S(2015)
	보통매매 장내매수	"30,700.00"					"1,890"			0:42:44
2015-05-27	경동나비엔	10	"307,500"		"614,590"		"198,686,700"			영웅문S(2015)
	보통매매 장내매수	"30,750.00"	90				"1,900"			0:42:44
2015-06-01	경동나비엔	10	"306,000"				"185,215,560"			영웅문S(2015)
	보통매매 장내매수	"30,600.00"					"1,910"			1:05:54
2015-06-01	경동나비엔	10	"306,500"				"185,215,560"			영웅문S(2015)
	보통매매 장내매수	"30,650.00"					"1,920"			1:05:54
2015-06-01	경동나비엔	20	"614,000"				"185,215,560"			영웅문S(2015)
	보통매매 장내매수	"30,700.00"					"1,940"			1:05:54
2015-06-01	경동나비엔	10	"311,000"				"185,215,560"			영웅문S(2015)
	보통매매 장내매수	"31,100.00"					"1,950"			1:05:54
2015-06-01	경동나비엔	10	"311,500"				"185,215,560"			영웅문S(2015)
	보통매매 장내매수	"31,150.00"					"1,960"			1:05:54
2015-06-01	경동나비엔	10	"312,000"				"185,215,560"			영웅문S(2015)
	보통매매 장내매수	"31,200.00"					"1,970"			1:05:54
2015-06-01	경동나비엔	5	"156,250"				"185,215,560"			영웅문S(2015)
	보통매매 장내매수	"31,250.00"					"1,975"			1:05:54
2015-06-01	경동나비엔	5	"156,500"		"2,474,120"		"182,741,440"			영웅문S(2015)
	보통매매 장내매수	"31,300.00"	370				"1,980"			1:05:54
2015-06-05	경동나비엔	10	"293,500"				"177,970,710"			영웅문S(2015)
	보통매매 장내매수	"29,350.00"					"1,990"			0:41:48
2015-06-05	경동나비엔	5	"147,000"				"177,970,710"			영웅문S(2015)
	보통매매 장내매수	"29,400.00"					"1,995"			0:41:48
2015-06-05	경동나비엔	5	"147,250"		"587,830"		"177,382,880"			영웅문S(2015)
	보통매매 장내매수	"29,450.00"	80				"2,000"			0:41:48
2015-08-10	경동나비엔	40	"1,314,000"				"16,344,823"			영웅문S(2015)
	보통매매 장내매수	"32,850.00"					"2,040"			0:34:55
2015-08-10	경동나비엔	30	"987,000"				"16,344,823"			영웅문S(2015)
	보통매매 장내매수	"32,900.00"					"2,070"			0:34:55
2015-08-10	경동나비엔	20	"659,000"				"16,344,823"			영웅문S(2015)
	보통매매 장내매수	"32,950.00"					"2,090"			0:34:55
2015-08-10	경동나비엔	10	"330,000"		"3,290,490"		"13,054,333"			영웅문S(2015)
	보통매매 장내매수	"33,000.00"	490				"2,100"			0:34:55
2015-08-21	경동나비엔	100	"3,095,000"				"36,202,991"			영웅문S(2015)
	보통매매 장내매도	"30,950.00"					"2,000"			0:39:31
2015-08-21	경동나비엔	100	"3,110,000"				"36,202,991"			영웅문S(2015)
	보통매매 장내매도	"31,100.00"					"1,900"			0:39:31
2015-08-21	경동나비엔	100	"3,130,000"				"36,202,991"			영웅문S(2015)
	보통매매 장내매도	"31,300.00"					"1,800"			0:39:31
2015-08-21	경동나비엔	100	"3,155,000"	"37,464"	"12,450,666"		"48,653,657"			영웅문S(2015)
	보통매매 장내매도	"31,550.00"	"1,870"				"1,700"			0:39:31
2015-08-27	경동나비엔	100	"2,900,000"				"21,900,818"			영웅문S(2015)
	보통매매 장내매도	"29,000.00"					"1,600"			0:39:54
2015-08-27	경동나비엔	50	"1,452,500"				"21,900,818"			영웅문S(2015)
	보통매매 장내매도	"29,050.00"					"1,550"			0:39:54
2015-08-27	경동나비엔	50	"1,455,000"				"21,900,818"			영웅문S(2015)
	보통매매 장내매도	"29,100.00"					"1,500"			0:39:54
2015-08-27	경동나비엔	50	"1,457,500"				"21,900,818"			영웅문S(2015)
	보통매매 장내매도	"29,150.00"					"1,450"			0:39:54
2015-08-27	경동나비엔	50	"1,470,000"	"26,198"	"8,707,492"		"30,608,310"			영웅문S(2015)
	보통매매 장내매도	"29,400.00"	"1,310"				"1,400"			0:39:54
2015-10-13	경동나비엔	4	"153,400"				"6,660,188"			영웅문S(2015)
	보통매매 장내매수	"38,350.00"					"1,404"			0:39:29
2015-10-13	경동나비엔	4	"153,600"				"6,660,188"			영웅문S(2015)
	보통매매 장내매수	"38,400.00"					"1,408"			0:39:29
2015-10-13	경동나비엔	3	"115,350"				"6,660,188"			영웅문S(2015)
	보통매매 장내매수	"38,450.00"					"1,411"			0:39:29
2015-10-13	경동나비엔	2	"77,000"				"6,660,188"			영웅문S(2015)
	보통매매 장내매수	"38,500.00"					"1,413"			0:39:29
2015-10-13	경동나비엔	1	"38,550"		"537,980"		"6,122,208"			영웅문S(2015)
	보통매매 장내매수	"38,550.00"	80				"1,414"			0:39:29
2015-10-29	경동나비엔	5	"193,250"				"10,345,625"			영웅문S(2015)
	보통매매 장내매수	"38,650.00"					"1,419"			0:40:12
2015-10-29	경동나비엔	20	"775,000"				"10,345,625"			영웅문S(2015)
	보통매매 장내매수	"38,750.00"					"1,439"			0:40:12
2015-10-29	경동나비엔	10	"388,000"				"10,345,625"			영웅문S(2015)
	보통매매 장내매수	"38,800.00"					"1,449"			0:40:12
2015-10-29	경동나비엔	10	"388,500"				"10,345,625"			영웅문S(2015)
	보통매매 장내매수	"38,850.00"					"1,459"			0:40:12
2015-10-29	경동나비엔	5	"194,750"				"10,345,625"			영웅문S(2015)
	보통매매 장내매수	"38,950.00"					"1,464"			0:40:12
2015-10-29	경동나비엔	3	"117,150"				"10,345,625"			영웅문S(2015)
	보통매매 장내매수	"39,050.00"					"1,467"			0:40:12
2015-10-29	경동나비엔	2	"78,200"				"10,345,625"			영웅문S(2015)
	보통매매 장내매수	"39,100.00"					"1,469"			0:40:12
2015-10-29	경동나비엔	1	"39,150"		"2,174,320"		"8,171,305"			영웅문S(2015)
	보통매매 장내매수	"39,150.00"	320				"1,470"			0:40:12
2015-11-02	경동나비엔	15	"571,500"				"2,734,627"			영웅문S(2015)
	보통매매 장내매수	"38,100.00"					"1,485"			0:47:26
2015-11-02	경동나비엔	10	"381,500"				"2,734,627"			영웅문S(2015)
	보통매매 장내매수	"38,150.00"					"1,495"			0:47:26
2015-11-02	경동나비엔	5	"191,000"		"1,144,170"		"1,590,457"			영웅문S(2015)
	보통매매 장내매수	"38,200.00"	170				"1,500"			0:47:26
2016-02-23	경동나비엔	3	"93,450"				"25,499,687"			영웅문S
	보통매매 장내매수	"31,150.00"					"1,503"			0:41:03
2016-02-23	경동나비엔	2	"62,600"				"25,499,687"			영웅문S
	보통매매 장내매수	"31,300.00"					"1,505"			0:41:04
2016-02-23	경동나비엔	3	"94,050"				"25,499,687"			영웅문S
	보통매매 장내매수	"31,350.00"					"1,508"			0:41:04
2016-02-23	경동나비엔	2	"62,800"				"25,499,687"			영웅문S
	보통매매 장내매수	"31,400.00"					"1,510"			0:41:04
2016-02-23	경동나비엔	2	"62,900"		"375,850"		"25,123,837"			영웅문S
	보통매매 장내매수	"31,450.00"	50				"1,512"			0:41:04
2016-02-26	경동나비엔	2	"60,200"				"25,014,127"			영웅문S
	보통매매 장내매수	"30,100.00"					"1,514"			0:40:38
2016-02-26	경동나비엔	1	"30,150"		"90,360"		"24,923,767"			영웅문S
	보통매매 장내매수	"30,150.00"	10				"1,515"			0:40:38
2016-03-22	경동나비엔	3	"97,800"				"2,159,889"			영웅문S
	보통매매 장내매수	"32,600.00"					"1,518"			0:45:57
2016-03-22	경동나비엔	2	"65,300"				"2,159,889"			영웅문S
	보통매매 장내매수	"32,650.00"					"1,520"			0:45:57
2016-03-22	경동나비엔	2	"65,400"		"228,530"		"1,931,359"			영웅문S
	보통매매 장내매수	"32,700.00"	30				"1,522"			0:45:57
2016-04-06	경동나비엔	5	"167,250"				"536,795"			영웅문S
	보통매매 장내매수	"33,450.00"					"1,527"			0:43:36
2016-04-06	경동나비엔	1	"33,600"				"536,795"			영웅문S
	보통매매 장내매수	"33,600.00"					"1,528"			0:43:36
2016-04-06	경동나비엔	1	"33,650"		"234,530"		"302,265"			영웅문S
	보통매매 장내매수	"33,650.00"	30				"1,529"			0:43:36
2016-04-06	경동나비엔		"150,000"		"126,900"		"429,165"			지점
	 배당금입금			"23,100"			0			15:10:26
2016-04-12	경동나비엔	5	"194,750"	584	"194,146"		"4,828,737"			영웅문S
	보통매매 장내매도	"38,950.00"	20				"1,524"			0:57:43
2016-04-12	경동나비엔	3	"113,700"				"2,083,365"			영웅문S
	보통매매 장내매수	"37,900.00"					"1,527"			0:57:43
2016-04-12	경동나비엔	2	"75,900"				"2,083,365"			영웅문S
	보통매매 장내매수	"37,950.00"					"1,529"			0:57:43
2016-04-12	경동나비엔	1	"38,000"		"227,630"		"1,855,735"			영웅문S
	보통매매 장내매수	"38,000.00"	30				"1,530"			0:57:43
2016-04-27	경동나비엔	10	"404,500"				"283,749"			영웅문S
	보통매매 장내매도	"40,450.00"					"1,520"			0:46:28
2016-04-27	경동나비엔	10	"405,000"	"2,426"	"806,954"		"1,090,703"			영웅문S
	보통매매 장내매도	"40,500.00"	120				"1,510"			0:46:28
2016-05-13	경동나비엔	5	"216,000"				"9,540,130"			영웅문S
	보통매매 장내매도	"43,200.00"					"1,505"			0:44:53
2016-05-13	경동나비엔	5	"228,000"				"9,540,130"			영웅문S
	보통매매 장내매도	"45,600.00"					"1,500"			0:44:53
2016-05-13	경동나비엔	5	"229,500"				"9,540,130"			영웅문S
	보통매매 장내매도	"45,900.00"					"1,495"			0:44:53
2016-05-13	경동나비엔	5	"230,250"				"9,540,130"			영웅문S
	보통매매 장내매도	"46,050.00"					"1,490"			0:44:53
2016-05-13	경동나비엔	20	"922,000"				"9,540,130"			영웅문S
	보통매매 장내매도	"46,100.00"					"1,470"			0:44:53
2016-05-13	경동나비엔	20	"923,000"				"9,540,130"			영웅문S
	보통매매 장내매도	"46,150.00"					"1,450"			0:44:53
2016-05-13	경동나비엔	10	"462,000"				"9,540,130"			영웅문S
	보통매매 장내매도	"46,200.00"					"1,440"			0:44:53
2016-05-13	경동나비엔	35	"1,645,000"	"14,550"	"4,840,480"		"14,380,610"			영웅문S
	보통매매 장내매도	"47,000.00"	720				"1,405"			0:44:53
2016-05-18	경동나비엔	5	"256,500"	768	"255,702"		"11,334,781"			영웅문S
	보통매매 장내매도	"51,300.00"	30				"1,400"			0:45:56
2016-05-19	경동나비엔	"1,400"	"71,680,000"	"215,036"	"71,454,214"		"90,864,091"			영웅문S
	보통매매 장내매도	"51,200.00"	"10,750"				0			0:46:20
2016-05-19	경동나비엔	45	"2,277,000"				"80,502,851"			영웅문S
	보통매매 장내매수	"50,600.00"					45			0:46:20
2016-05-19	경동나비엔	13	"659,100"				"80,502,851"			영웅문S
	보통매매 장내매수	"50,700.00"					58			0:46:20
