거래일자	종목명	거래수량	거래금액	거래세/농특세	정산금액	미수변제	예수금	대출상환금	대출일	매체구분
	거래종류	거래단가	수수료	소득세/주민세	미수발생	연체변제	유가잔고	신용/대출이자	상환차금	처리시간
	보통매매 KOSDAQ매수	"40,000.00"					"2,190"			0:40:27
2014-05-30	쎌바이오텍	5	"200,250"				"9,727,842"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,050.00"					"2,195"			0:40:27
2014-05-30	쎌바이오텍	5	"200,500"		"4,351,650"		"5,376,192"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,100.00"	650				"2,200"			0:40:27
2014-06-05	쎌바이오텍	10	"395,500"				"8,599,521"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,550.00"					"2,210"			0:36:38
2014-06-05	쎌바이오텍	10	"396,000"				"8,599,521"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,600.00"					"2,220"			0:36:38
2014-06-05	쎌바이오텍	10	"396,500"				"8,599,521"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,650.00"					"2,230"			0:36:38
2014-06-05	쎌바이오텍	10	"397,000"				"8,599,521"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,700.00"					"2,240"			0:36:38
2014-06-05	쎌바이오텍	20	"795,000"				"8,599,521"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,750.00"					"2,260"			0:36:38
2014-06-05	쎌바이오텍	20	"796,000"				"8,599,521"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,800.00"					"2,280"			0:36:38
2014-06-05	쎌바이오텍	20	"797,000"		"3,973,590"		"4,625,931"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,850.00"	590				"2,300"			0:36:38
2014-06-09	쎌바이오텍	10	"400,500"				"8,329,825"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,050.00"					"2,310"			0:36:33
2014-06-09	쎌바이오텍	10	"401,000"				"8,329,825"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,100.00"					"2,320"			0:36:33
2014-06-09	쎌바이오텍	20	"803,000"				"8,329,825"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,150.00"					"2,340"			0:36:33
2014-06-09	쎌바이오텍	10	"404,500"				"8,329,825"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,450.00"					"2,350"			0:36:33
2014-06-09	쎌바이오텍	10	"405,000"		"2,414,360"		"5,915,465"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,500.00"	360				"2,360"			0:36:33
2014-06-11	쎌바이오텍	40	"1,520,000"				"20,854,304"			영웅문S(2015)
	보통매매 KOSDAQ매수	"38,000.00"					"2,400"			0:38:37
2014-06-11	쎌바이오텍	30	"1,141,500"				"20,854,304"			영웅문S(2015)
	보통매매 KOSDAQ매수	"38,050.00"					"2,430"			0:38:37
2014-06-11	쎌바이오텍	10	"393,500"				"20,854,304"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,350.00"					"2,440"			0:38:37
2014-06-11	쎌바이오텍	10	"394,000"				"20,854,304"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,400.00"					"2,450"			0:38:37
2014-06-11	쎌바이오텍	10	"394,500"				"20,854,304"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,450.00"					"2,460"			0:38:37
2014-06-11	쎌바이오텍	10	"396,000"				"20,854,304"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,600.00"					"2,470"			0:38:37
2014-06-11	쎌바이오텍	20	"793,000"				"20,854,304"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,650.00"					"2,490"			0:38:37
2014-06-11	쎌바이오텍	10	"397,000"		"5,430,310"		"15,423,994"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,700.00"	810				"2,500"			0:38:37
2014-06-18	쎌바이오텍	20	"846,000"				"26,873,770"			영웅문3
	보통매매 KOSDAQ매수	"42,300.00"					"2,520"			0:38:26
2014-06-18	쎌바이오텍	20	"847,000"				"26,873,770"			영웅문3
	보통매매 KOSDAQ매수	"42,350.00"					"2,540"			0:38:26
2014-06-18	쎌바이오텍	10	"424,000"				"26,873,770"			영웅문3
	보통매매 KOSDAQ매수	"42,400.00"					"2,550"			0:38:26
2014-06-18	쎌바이오텍	10	"424,500"				"26,873,770"			영웅문3
	보통매매 KOSDAQ매수	"42,450.00"					"2,560"			0:38:26
2014-06-18	쎌바이오텍	10	"425,000"				"26,873,770"			영웅문3
	보통매매 KOSDAQ매수	"42,500.00"					"2,570"			0:38:26
2014-06-18	쎌바이오텍	20	"851,000"				"26,873,770"			영웅문3
	보통매매 KOSDAQ매수	"42,550.00"					"2,590"			0:38:26
2014-06-18	쎌바이오텍	10	"426,000"				"26,873,770"			영웅문3
	보통매매 KOSDAQ매수	"42,600.00"					"2,600"			0:38:26
2014-06-18	쎌바이오텍	10	"426,500"				"26,873,770"			영웅문3
	보통매매 KOSDAQ매수	"42,650.00"					"2,610"			0:38:26
2014-06-18	쎌바이오텍	10	"427,000"				"26,873,770"			영웅문3
	보통매매 KOSDAQ매수	"42,700.00"					"2,620"			0:38:26
2014-06-18	쎌바이오텍	10	"427,500"		"5,525,320"		"21,348,450"			영웅문3
	보통매매 KOSDAQ매수	"42,750.00"	820				"2,630"			0:38:26
2014-06-18	쎌바이오텍	30	"1,249,500"				"21,348,450"			영웅문S(2015)
	보통매매 KOSDAQ매수	"41,650.00"					"2,660"			0:38:26
2014-06-18	쎌바이오텍	60	"2,505,000"				"21,348,450"			영웅문S(2015)
	보통매매 KOSDAQ매수	"41,750.00"					"2,720"			0:38:27
2014-06-18	쎌바이오텍	30	"1,254,000"				"21,348,450"			영웅문S(2015)
	보통매매 KOSDAQ매수	"41,800.00"					"2,750"			0:38:27
2014-06-18	쎌바이오텍	20	"837,000"				"21,348,450"			영웅문S(2015)
	보통매매 KOSDAQ매수	"41,850.00"					"2,770"			0:38:27
2014-06-18	쎌바이오텍	20	"840,000"				"21,348,450"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,000.00"					"2,790"			0:38:27
2014-06-18	쎌바이오텍	20	"841,000"				"21,348,450"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,050.00"					"2,810"			0:38:27
2014-06-18	쎌바이오텍	30	"1,263,000"				"21,348,450"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,100.00"					"2,840"			0:38:27
2014-06-18	쎌바이오텍	20	"843,000"				"21,348,450"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,150.00"					"2,860"			0:38:27
2014-06-18	쎌바이오텍	10	"422,000"				"21,348,450"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,200.00"					"2,870"			0:38:27
2014-06-18	쎌바이오텍	30	"1,269,000"				"21,348,450"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,300.00"					"2,900"			0:38:27
2014-06-18	쎌바이오텍	20	"847,000"				"21,348,450"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,350.00"					"2,920"			0:38:27
2014-06-18	쎌바이오텍	10	"424,000"		"12,596,380"		"8,752,070"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,400.00"	"1,880"				"2,930"			0:38:27
2014-06-24	쎌바이오텍	10	"441,500"				"701,812"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,150.00"					"2,940"			0:39:07
2014-06-24	쎌바이오텍	10	"442,000"				"701,812"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,200.00"					"2,950"			0:39:07
2014-06-24	쎌바이오텍	20	"885,000"				"701,812"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,250.00"					"2,970"			0:39:07
2014-06-24	쎌바이오텍	10	"443,000"				"701,812"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,300.00"					"2,980"			0:39:07
2014-06-24	쎌바이오텍	10	"443,500"				"701,812"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,350.00"					"2,990"			0:39:07
2014-06-24	쎌바이오텍	10	"444,000"				"701,812"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,400.00"					"3,000"			0:39:07
2014-06-24	쎌바이오텍	10	"444,500"		"3,544,030"		"-2,842,218"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,450.00"	530		"2,842,218"		"3,010"			0:39:07
2014-06-25	쎌바이오텍	15	"660,000"				"12,095,424"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,000.00"					"3,025"			0:39:45
2014-06-25	쎌바이오텍	5	"220,250"				"12,095,424"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,050.00"					"3,030"			0:39:45
2014-06-25	쎌바이오텍	15	"663,750"				"12,095,424"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,250.00"					"3,045"			0:39:45
2014-06-25	쎌바이오텍	15	"664,500"				"12,095,424"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,300.00"					"3,060"			0:39:45
2014-06-25	쎌바이오텍	10	"443,500"				"12,095,424"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,350.00"					"3,070"			0:39:45
2014-06-25	쎌바이오텍	10	"444,000"				"12,095,424"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,400.00"					"3,080"			0:39:45
2014-06-25	쎌바이오텍	10	"444,500"				"12,095,424"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,450.00"					"3,090"			0:39:45
2014-06-25	쎌바이오텍	20	"890,000"				"12,095,424"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,500.00"					"3,110"			0:39:45
2014-06-25	쎌바이오텍	10	"445,500"				"12,095,424"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,550.00"					"3,120"			0:39:45
2014-06-25	쎌바이오텍	10	"446,000"		"5,322,790"		"6,772,634"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,600.00"	790				"3,130"			0:39:45
2014-06-26	쎌바이오텍	20	"869,000"				"6,823,074"			영웅문S(2015)
	보통매매 KOSDAQ매수	"43,450.00"					"3,150"			0:39:29
2014-06-26	쎌바이오텍	20	"870,000"				"6,823,074"			영웅문S(2015)
	보통매매 KOSDAQ매수	"43,500.00"					"3,170"			0:39:29
2014-06-26	쎌바이오텍	10	"435,500"				"6,823,074"			영웅문S(2015)
	보통매매 KOSDAQ매수	"43,550.00"					"3,180"			0:39:29
2014-06-26	쎌바이오텍	10	"436,000"				"6,823,074"			영웅문S(2015)
	보통매매 KOSDAQ매수	"43,600.00"					"3,190"			0:39:29
2014-06-26	쎌바이오텍	10	"436,500"		"3,047,450"		"3,775,624"			영웅문S(2015)
	보통매매 KOSDAQ매수	"43,650.00"	450				"3,200"			0:39:29
2014-06-30	쎌바이오텍	100	"4,150,000"				"1,884,631"			영웅문3
	보통매매 KOSDAQ매도	"41,500.00"					"3,100"			0:37:45
2014-06-30	쎌바이오텍	100	"4,210,000"	"25,077"	"8,333,673"		"10,218,304"			영웅문3
	보통매매 KOSDAQ매도	"42,100.00"	"1,250"				"3,000"			0:37:45
2014-06-30	쎌바이오텍	100	"4,260,000"	"12,778"	"4,246,592"		"14,464,896"			영웅문S(2015)
	보통매매 KOSDAQ매도	"42,600.00"	630				"2,900"			0:37:45
2014-07-02	쎌바이오텍	50	"2,142,500"				"31,978,044"			영웅문S(2015)
	보통매매 KOSDAQ매도	"42,850.00"					"2,850"			0:38:55
2014-07-02	쎌바이오텍	100	"4,290,000"	"19,296"	"6,412,244"		"38,390,288"			영웅문S(2015)
	보통매매 KOSDAQ매도	"42,900.00"	960				"2,750"			0:38:55
2014-07-08	쎌바이오텍	10	"432,500"				"44,596,004"			영웅문S(2015)
	보통매매 KOSDAQ매수	"43,250.00"					"2,760"			0:38:48
2014-07-08	쎌바이오텍	10	"433,000"				"44,596,004"			영웅문S(2015)
	보통매매 KOSDAQ매수	"43,300.00"					"2,770"			0:38:48
2014-07-08	쎌바이오텍	10	"433,500"				"44,596,004"			영웅문S(2015)
	보통매매 KOSDAQ매수	"43,350.00"					"2,780"			0:38:48
2014-07-08	쎌바이오텍	10	"434,000"		"1,733,250"		"42,862,754"			영웅문S(2015)
	보통매매 KOSDAQ매수	"43,400.00"	250				"2,790"			0:38:48
2014-07-09	쎌바이오텍	20	"837,000"				"40,498,164"			영웅문S(2015)
	보통매매 KOSDAQ매수	"41,850.00"					"2,810"			0:38:34
2014-07-09	쎌바이오텍	10	"419,000"				"40,498,164"			영웅문S(2015)
	보통매매 KOSDAQ매수	"41,900.00"					"2,820"			0:38:34
2014-07-09	쎌바이오텍	20	"839,000"				"40,498,164"			영웅문S(2015)
	보통매매 KOSDAQ매수	"41,950.00"					"2,840"			0:38:34
2014-07-09	쎌바이오텍	10	"420,000"				"40,498,164"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,000.00"					"2,850"			0:38:34
2014-07-09	쎌바이오텍	10	"421,500"				"40,498,164"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,150.00"					"2,860"			0:38:34
2014-07-09	쎌바이오텍	10	"422,000"				"40,498,164"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,200.00"					"2,870"			0:38:34
2014-07-09	쎌바이오텍	10	"422,500"				"40,498,164"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,250.00"					"2,880"			0:38:34
2014-07-09	쎌바이오텍	10	"423,000"				"40,498,164"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,300.00"					"2,890"			0:38:34
2014-07-09	쎌바이오텍	10	"424,000"				"40,498,164"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,400.00"					"2,900"			0:38:34
2014-07-09	쎌바이오텍	10	"424,500"				"40,498,164"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,450.00"					"2,910"			0:38:34
2014-07-09	쎌바이오텍	10	"429,000"				"40,498,164"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,900.00"					"2,920"			0:38:34
2014-07-09	쎌바이오텍	10	"429,500"				"40,498,164"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,950.00"					"2,930"			0:38:34
2014-07-09	쎌바이오텍	10	"433,000"		"6,344,950"		"34,153,214"			영웅문S(2015)
	보통매매 KOSDAQ매수	"43,300.00"	950				"2,940"			0:38:34
2014-07-11	쎌바이오텍	180	"7,434,000"				"18,823,464"			영웅문S(2015)
	보통매매 KOSDAQ매도	"41,300.00"					"2,760"			0:39:00
2014-07-11	쎌바이오텍	50	"2,067,500"	"28,503"	"9,471,577"		"28,295,041"			영웅문S(2015)
	보통매매 KOSDAQ매도	"41,350.00"	"1,420"				"2,710"			0:39:00
2014-07-11	쎌바이오텍	20	"801,000"				"28,295,041"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,050.00"					"2,730"			0:39:00
2014-07-11	쎌바이오텍	20	"802,000"		"1,603,240"		"26,691,801"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,100.00"	240				"2,750"			0:39:00
2014-07-17	쎌바이오텍	10	"453,000"				"14,111,086"			영웅문S(2015)
	보통매매 KOSDAQ매수	"45,300.00"					"2,760"			0:40:00
2014-07-17	쎌바이오텍	10	"453,500"				"14,111,086"			영웅문S(2015)
	보통매매 KOSDAQ매수	"45,350.00"					"2,770"			0:40:00
2014-07-17	쎌바이오텍	10	"454,000"				"14,111,086"			영웅문S(2015)
	보통매매 KOSDAQ매수	"45,400.00"					"2,780"			0:40:00
2014-07-17	쎌바이오텍	10	"454,500"				"14,111,086"			영웅문S(2015)
	보통매매 KOSDAQ매수	"45,450.00"					"2,790"			0:40:00
2014-07-17	쎌바이오텍	10	"455,000"				"14,111,086"			영웅문S(2015)
	보통매매 KOSDAQ매수	"45,500.00"					"2,800"			0:40:00
2014-07-17	쎌바이오텍	20	"916,000"				"14,111,086"			영웅문S(2015)
	보통매매 KOSDAQ매수	"45,800.00"					"2,820"			0:40:00
2014-07-17	쎌바이오텍	20	"917,000"				"14,111,086"			영웅문S(2015)
	보통매매 KOSDAQ매수	"45,850.00"					"2,840"			0:40:00
2014-07-17	쎌바이오텍	10	"459,000"				"14,111,086"			영웅문S(2015)
	보통매매 KOSDAQ매수	"45,900.00"					"2,850"			0:40:00
2014-07-17	쎌바이오텍	50	"2,297,500"		"6,860,520"		"7,250,566"			영웅문S(2015)
	보통매매 KOSDAQ매수	"45,950.00"	"1,020"				"2,900"			0:40:00
2014-07-21	쎌바이오텍	10	"447,500"				"6,072,830"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,750.00"					"2,910"			0:37:46
2014-07-21	쎌바이오텍	20	"896,000"				"6,072,830"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,800.00"					"2,930"			0:37:46
2014-07-21	쎌바이오텍	20	"897,000"				"6,072,830"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,850.00"					"2,950"			0:37:46
2014-07-21	쎌바이오텍	10	"449,000"				"6,072,830"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,900.00"					"2,960"			0:37:46
2014-07-21	쎌바이오텍	10	"449,500"		"3,139,470"		"2,933,360"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,950.00"	470				"2,970"			0:37:47
2014-07-23	쎌바이오텍	10	"441,000"		"441,060"		"10,664,030"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,100.00"	60				"2,980"			0:40:06
2014-07-25	쎌바이오텍	10	"440,500"				"3,664,890"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,050.00"					"2,990"			0:40:27
2014-07-25	쎌바이오텍	5	"222,750"				"3,664,890"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,550.00"					"2,995"			0:40:27
2014-07-25	쎌바이오텍	5	"223,000"				"3,664,890"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,600.00"					"3,000"			0:40:27
2014-07-25	쎌바이오텍	5	"223,250"				"3,664,890"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,650.00"					"3,005"			0:40:28
2014-07-25	쎌바이오텍	5	"223,500"		"1,333,190"		"2,331,700"			영웅문S(2015)
	보통매매 KOSDAQ매수	"44,700.00"	190				"3,010"			0:40:28
2014-07-28	쎌바이오텍	10	"437,000"		"437,060"		"15,926,954"			영웅문S(2015)
	보통매매 KOSDAQ매수	"43,700.00"	60				"3,020"			0:38:40
2014-07-29	쎌바이오텍	50	"2,140,000"				"12,740,650"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,800.00"					"3,070"			0:40:53
2014-07-29	쎌바이오텍	30	"1,285,500"				"12,740,650"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,850.00"					"3,100"			0:40:53
2014-07-29	쎌바이오텍	20	"858,000"				"12,740,650"			영웅문S(2015)
	보통매매 KOSDAQ매수	"42,900.00"					"3,120"			0:40:53
2014-07-29	쎌바이오텍	20	"860,000"				"12,740,650"			영웅문S(2015)
	보통매매 KOSDAQ매수	"43,000.00"					"3,140"			0:40:53
2014-07-29	쎌바이오텍	10	"430,500"				"12,740,650"			영웅문S(2015)
	보통매매 KOSDAQ매수	"43,050.00"					"3,150"			0:40:53
2014-07-29	쎌바이오텍	10	"431,000"				"12,740,650"			영웅문S(2015)
	보통매매 KOSDAQ매수	"43,100.00"					"3,160"			0:40:53
2014-07-29	쎌바이오텍	10	"434,000"				"12,740,650"			영웅문S(2015)
	보통매매 KOSDAQ매수	"43,400.00"					"3,170"			0:40:53
2014-07-29	쎌바이오텍	10	"434,500"				"12,740,650"			영웅문S(2015)
	보통매매 KOSDAQ매수	"43,450.00"					"3,180"			0:40:53
2014-07-29	쎌바이오텍	10	"435,000"				"12,740,650"			영웅문S(2015)
	보통매매 KOSDAQ매수	"43,500.00"					"3,190"			0:40:53
2014-07-29	쎌바이오텍	10	"435,500"		"7,745,160"		"4,995,490"			영웅문S(2015)
	보통매매 KOSDAQ매수	"43,550.00"	"1,160"				"3,200"			0:40:53
2014-07-30	쎌바이오텍	40	"1,634,000"				"25,544,209"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,850.00"					"3,240"			0:40:38
2014-07-30	쎌바이오텍	20	"818,000"				"25,544,209"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,900.00"					"3,260"			0:40:38
2014-07-30	쎌바이오텍	10	"409,500"				"25,544,209"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,950.00"					"3,270"			0:40:38
2014-07-30	쎌바이오텍	20	"820,000"				"25,544,209"			영웅문S(2015)
	보통매매 KOSDAQ매수	"41,000.00"					"3,290"			0:40:38
2014-07-30	쎌바이오텍	20	"821,000"				"25,544,209"			영웅문S(2015)
	보통매매 KOSDAQ매수	"41,050.00"					"3,310"			0:40:38
2014-07-30	쎌바이오텍	10	"418,000"				"25,544,209"			영웅문S(2015)
	보통매매 KOSDAQ매수	"41,800.00"					"3,320"			0:40:39
2014-07-30	쎌바이오텍	10	"418,500"				"25,544,209"			영웅문S(2015)
	보통매매 KOSDAQ매수	"41,850.00"					"3,330"			0:40:39
2014-07-30	쎌바이오텍	10	"419,000"		"5,758,860"		"19,785,349"			영웅문S(2015)
	보통매매 KOSDAQ매수	"41,900.00"	860				"3,340"			0:40:39
2014-07-31	쎌바이오텍	10	"410,500"				"14,452,059"			영웅문3
	보통매매 KOSDAQ매도	"41,050.00"					"3,330"			0:40:24
2014-07-31	쎌바이오텍	10	"418,500"	"2,486"	"826,394"		"15,278,453"			영웅문3
	보통매매 KOSDAQ매도	"41,850.00"	120				"3,320"			0:40:24
2014-07-31	쎌바이오텍	20	"725,000"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"36,250.00"					"3,300"			0:40:24
2014-07-31	쎌바이오텍	60	"2,178,000"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"36,300.00"					"3,240"			0:40:24
2014-07-31	쎌바이오텍	40	"1,454,000"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"36,350.00"					"3,200"			0:40:24
2014-07-31	쎌바이오텍	20	"731,000"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"36,550.00"					"3,180"			0:40:24
2014-07-31	쎌바이오텍	20	"732,000"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"36,600.00"					"3,160"			0:40:24
2014-07-31	쎌바이오텍	20	"733,000"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"36,650.00"					"3,140"			0:40:24
2014-07-31	쎌바이오텍	10	"389,500"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"38,950.00"					"3,130"			0:40:24
2014-07-31	쎌바이오텍	20	"780,000"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"39,000.00"					"3,110"			0:40:24
2014-07-31	쎌바이오텍	10	"390,500"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"39,050.00"					"3,100"			0:40:24
2014-07-31	쎌바이오텍	60	"2,346,000"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"39,100.00"					"3,040"			0:40:24
2014-07-31	쎌바이오텍	70	"2,740,500"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"39,150.00"					"2,970"			0:40:24
2014-07-31	쎌바이오텍	80	"3,136,000"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"39,200.00"					"2,890"			0:40:24
2014-07-31	쎌바이오텍	40	"1,570,000"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"39,250.00"					"2,850"			0:40:24
2014-07-31	쎌바이오텍	20	"786,000"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"39,300.00"					"2,830"			0:40:25
2014-07-31	쎌바이오텍	40	"1,576,000"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"39,400.00"					"2,790"			0:40:25
2014-07-31	쎌바이오텍	20	"789,000"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"39,450.00"					"2,770"			0:40:25
2014-07-31	쎌바이오텍	20	"790,000"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"39,500.00"					"2,750"			0:40:25
2014-07-31	쎌바이오텍	20	"791,000"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"39,550.00"					"2,730"			0:40:25
2014-07-31	쎌바이오텍	20	"792,000"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"39,600.00"					"2,710"			0:40:25
2014-07-31	쎌바이오텍	20	"797,000"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"39,850.00"					"2,690"			0:40:25
2014-07-31	쎌바이오텍	80	"3,192,000"				"15,278,453"			영웅문S(2015)
	보통매매 KOSDAQ매도	"39,900.00"					"2,610"			0:40:25
2014-07-31	쎌바이오텍	100	"3,995,000"	"94,228"	"31,314,562"		"46,593,015"			영웅문S(2015)
	보통매매 KOSDAQ매도	"39,950.00"	"4,710"				"2,510"			0:40:25
2014-07-31	쎌바이오텍	20	"796,000"				"58,775,207"			영웅문3
	보통매매 KOSDAQ매수	"39,800.00"					"2,530"			0:40:25
2014-07-31	쎌바이오텍	20	"798,000"		"1,594,230"		"57,180,977"			영웅문3
	보통매매 KOSDAQ매수	"39,900.00"	230				"2,550"			0:40:25
2014-08-01	쎌바이오텍	20	"764,000"				"54,972,157"			영웅문3
	보통매매 KOSDAQ매도	"38,200.00"					"2,530"			1:04:23
2014-08-01	쎌바이오텍	20	"774,000"	"4,614"	"1,533,156"		"56,505,313"			영웅문3
	보통매매 KOSDAQ매도	"38,700.00"	230				"2,510"			1:04:23
2014-08-04	쎌바이오텍	20	"748,000"				"59,675,969"			영웅문3
	보통매매 KOSDAQ매도	"37,400.00"					"2,490"			0:36:54
2014-08-04	쎌바이오텍	20	"751,000"				"59,675,969"			영웅문3
	보통매매 KOSDAQ매도	"37,550.00"					"2,470"			0:36:54
2014-08-04	쎌바이오텍	60	"2,259,000"				"59,675,969"			영웅문3
	보통매매 KOSDAQ매도	"37,650.00"					"2,410"			0:36:54
2014-08-04	쎌바이오텍	10	"378,500"	"12,408"	"4,123,472"		"63,799,441"			영웅문3
	보통매매 KOSDAQ매도	"37,850.00"	620				"2,400"			0:36:54
2014-08-04	쎌바이오텍	20	"760,000"				"63,799,441"			영웅문S(2015)
	보통매매 KOSDAQ매도	"38,000.00"					"2,380"			0:36:54
2014-08-04	쎌바이오텍	20	"761,000"				"63,799,441"			영웅문S(2015)
	보통매매 KOSDAQ매도	"38,050.00"					"2,360"			0:36:54
2014-08-04	쎌바이오텍	20	"762,000"				"63,799,441"			영웅문S(2015)
	보통매매 KOSDAQ매도	"38,100.00"					"2,340"			0:36:54
2014-08-04	쎌바이오텍	40	"1,526,000"	"11,427"	"3,797,003"		"67,596,444"			영웅문S(2015)
	보통매매 KOSDAQ매도	"38,150.00"	570				"2,300"			0:36:54
2014-08-11	쎌바이오텍	30	"1,134,000"				"65,413,994"			영웅문3
	보통매매 KOSDAQ매수	"37,800.00"					"2,330"			0:37:18
2014-08-11	쎌바이오텍	30	"1,135,500"				"65,413,994"			영웅문3
	보통매매 KOSDAQ매수	"37,850.00"					"2,360"			0:37:18
2014-08-11	쎌바이오텍	20	"758,000"				"65,413,994"			영웅문3
	보통매매 KOSDAQ매수	"37,900.00"					"2,380"			0:37:18
2014-08-11	쎌바이오텍	20	"759,000"		"3,787,060"		"61,626,934"			영웅문3
	보통매매 KOSDAQ매수	"37,950.00"	560				"2,400"			0:37:18
2014-08-26	쎌바이오텍	50	"2,000,000"				"49,353,648"			영웅문S(2015)
	보통매매 KOSDAQ매도	"40,000.00"					"2,350"			0:40:48
2014-08-26	쎌바이오텍	50	"2,002,500"				"49,353,648"			영웅문S(2015)
	보통매매 KOSDAQ매도	"40,050.00"					"2,300"			0:40:48
