거래일자	종목명	거래수량	거래금액	거래세/농특세	정산금액	미수변제	예수금	대출상환금	대출일	매체구분
	거래종류	거래단가	수수료	소득세/주민세	미수발생	연체변제	유가잔고	신용/대출이자	상환차금	처리시간
2014-08-26	쎌바이오텍	100	"4,010,000"	"24,034"	"7,987,266"		"57,340,914"			영웅문S(2015)
	보통매매 KOSDAQ매도	"40,100.00"	"1,200"				"2,200"			0:40:48
2014-08-29	쎌바이오텍	10	"398,500"		"398,550"		"54,398,344"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,850.00"	50				"2,210"			0:40:39
2014-09-03	쎌바이오텍	5	"197,000"				"43,247,174"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,400.00"					"2,215"			0:38:50
2014-09-03	쎌바이오텍	5	"197,250"				"43,247,174"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,450.00"					"2,220"			0:38:50
2014-09-03	쎌바이오텍	5	"197,500"				"43,247,174"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,500.00"					"2,225"			0:38:50
2014-09-03	쎌바이오텍	5	"197,750"				"43,247,174"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,550.00"					"2,230"			0:38:50
2014-09-03	쎌바이오텍	5	"198,000"		"987,640"		"42,259,534"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,600.00"	140				"2,235"			0:38:50
2014-09-11	쎌바이오텍	5	"195,250"				"36,311,654"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,050.00"					"2,240"			0:37:27
2014-09-11	쎌바이오텍	5	"195,500"				"36,311,654"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,100.00"					"2,245"			0:37:27
2014-09-11	쎌바이오텍	5	"197,000"				"36,311,654"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,400.00"					"2,250"			0:37:27
2014-09-11	쎌바이오텍	10	"394,500"				"36,311,654"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,450.00"					"2,260"			0:37:27
2014-09-11	쎌바이오텍	10	"395,000"				"36,311,654"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,500.00"					"2,270"			0:37:27
2014-09-11	쎌바이오텍	5	"197,750"				"36,311,654"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,550.00"					"2,275"			0:37:27
2014-09-11	쎌바이오텍	5	"198,500"				"36,311,654"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,700.00"					"2,280"			0:37:27
2014-09-11	쎌바이오텍	5	"198,750"				"36,311,654"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,750.00"					"2,285"			0:37:27
2014-09-11	쎌바이오텍	10	"398,000"				"36,311,654"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,800.00"					"2,295"			0:37:27
2014-09-11	쎌바이오텍	5	"199,250"				"36,311,654"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,850.00"					"2,300"			0:37:27
2014-09-11	쎌바이오텍	5	"199,500"				"36,311,654"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,900.00"					"2,305"			0:37:27
2014-09-11	쎌바이오텍	5	"199,750"		"2,969,190"		"33,342,464"			영웅문S(2015)
	보통매매 KOSDAQ매수	"39,950.00"	440				"2,310"			0:37:27
2014-09-22	쎌바이오텍	5	"203,500"				"18,520,692"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,700.00"					"2,315"			0:37:25
2014-09-22	쎌바이오텍	5	"203,750"				"18,520,692"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,750.00"					"2,320"			0:37:25
2014-09-22	쎌바이오텍	5	"204,000"		"611,340"		"17,909,352"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,800.00"	90				"2,325"			0:37:25
2014-09-23	쎌바이오텍	5	"202,000"				"14,228,072"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,400.00"					"2,330"			0:40:54
2014-09-23	쎌바이오텍	10	"404,500"				"14,228,072"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,450.00"					"2,340"			0:40:54
2014-09-23	쎌바이오텍	5	"202,500"				"14,228,072"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,500.00"					"2,345"			0:40:54
2014-09-23	쎌바이오텍	5	"202,750"				"14,228,072"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,550.00"					"2,350"			0:40:54
2014-09-23	쎌바이오텍	5	"203,000"		"1,214,930"		"13,013,142"			영웅문S(2015)
	보통매매 KOSDAQ매수	"40,600.00"	180				"2,355"			0:40:54
2014-10-02	쎌바이오텍	10	"464,500"				"31,266,932"			영웅문S(2015)
	보통매매 KOSDAQ매수	"46,450.00"					"2,365"			0:40:32
2014-10-02	쎌바이오텍	10	"468,500"				"31,266,932"			영웅문S(2015)
	보통매매 KOSDAQ매수	"46,850.00"					"2,375"			0:40:32
2014-10-02	쎌바이오텍	10	"469,000"				"31,266,932"			영웅문S(2015)
	보통매매 KOSDAQ매수	"46,900.00"					"2,385"			0:40:32
2014-10-02	쎌바이오텍	15	"704,250"		"2,106,560"		"29,160,372"			영웅문S(2015)
	보통매매 KOSDAQ매수	"46,950.00"	310				"2,400"			0:40:32
2014-10-10	쎌바이오텍	5	"252,000"				"16,018,242"			영웅문S(2015)
	보통매매 KOSDAQ매수	"50,400.00"					"2,405"			0:37:41
2014-10-10	쎌바이오텍	5	"252,500"				"16,018,242"			영웅문S(2015)
	보통매매 KOSDAQ매수	"50,500.00"					"2,410"			0:37:41
2014-10-10	쎌바이오텍	10	"506,000"				"16,018,242"			영웅문S(2015)
	보통매매 KOSDAQ매수	"50,600.00"					"2,420"			0:37:41
2014-10-10	쎌바이오텍	10	"507,000"				"16,018,242"			영웅문S(2015)
	보통매매 KOSDAQ매수	"50,700.00"					"2,430"			0:37:41
2014-10-10	쎌바이오텍	5	"254,000"				"16,018,242"			영웅문S(2015)
	보통매매 KOSDAQ매수	"50,800.00"					"2,435"			0:37:41
2014-10-10	쎌바이오텍	5	"254,500"		"2,026,300"		"13,991,942"			영웅문S(2015)
	보통매매 KOSDAQ매수	"50,900.00"	300				"2,440"			0:37:41
2014-10-13	쎌바이오텍	10	"510,000"				"15,596,082"			영웅문S(2015)
	보통매매 KOSDAQ매수	"51,000.00"					"2,450"			0:37:25
2014-10-13	쎌바이오텍	10	"511,000"		"1,021,150"		"14,574,932"			영웅문S(2015)
	보통매매 KOSDAQ매수	"51,100.00"	150				"2,460"			0:37:25
2014-10-14	쎌바이오텍	5	"254,500"				"25,742,190"			영웅문S(2015)
	보통매매 KOSDAQ매수	"50,900.00"					"2,465"			0:39:39
2014-10-14	쎌바이오텍	5	"255,000"				"25,742,190"			영웅문S(2015)
	보통매매 KOSDAQ매수	"51,000.00"					"2,470"			0:39:39
2014-10-14	쎌바이오텍	20	"1,030,000"				"25,742,190"			영웅문S(2015)
	보통매매 KOSDAQ매수	"51,500.00"					"2,490"			0:39:40
2014-10-14	쎌바이오텍	10	"516,000"		"2,055,800"		"23,686,390"			영웅문S(2015)
	보통매매 KOSDAQ매수	"51,600.00"	300				"2,500"			0:39:40
2014-10-20	쎌바이오텍	30	"1,599,000"		"1,599,230"		"15,280,040"			영웅문S(2015)
	보통매매 KOSDAQ매수	"53,300.00"	230				"2,530"			0:37:25
2014-10-21	쎌바이오텍	20	"1,066,000"				"15,280,040"			영웅문S(2015)
	보통매매 KOSDAQ매수	"53,300.00"					"2,550"			0:40:48
2014-10-21	쎌바이오텍	10	"534,000"		"1,600,240"		"13,679,800"			영웅문S(2015)
	보통매매 KOSDAQ매수	"53,400.00"	240				"2,560"			0:40:48
2014-10-22	쎌바이오텍	10	"527,000"				"22,691,760"			영웅문S(2015)
	보통매매 KOSDAQ매수	"52,700.00"					"2,570"			0:40:42
2014-10-22	쎌바이오텍	10	"528,000"				"22,691,760"			영웅문S(2015)
	보통매매 KOSDAQ매수	"52,800.00"					"2,580"			0:40:42
2014-10-22	쎌바이오텍	10	"529,000"				"22,691,760"			영웅문S(2015)
	보통매매 KOSDAQ매수	"52,900.00"					"2,590"			0:40:42
2014-10-22	쎌바이오텍	10	"530,000"				"22,691,760"			영웅문S(2015)
	보통매매 KOSDAQ매수	"53,000.00"					"2,600"			0:40:42
2014-10-22	쎌바이오텍	20	"1,062,000"				"22,691,760"			영웅문S(2015)
	보통매매 KOSDAQ매수	"53,100.00"					"2,620"			0:40:42
2014-10-22	쎌바이오텍	10	"532,000"				"22,691,760"			영웅문S(2015)
	보통매매 KOSDAQ매수	"53,200.00"					"2,630"			0:40:42
2014-10-22	쎌바이오텍	10	"533,000"				"22,691,760"			영웅문S(2015)
	보통매매 KOSDAQ매수	"53,300.00"					"2,640"			0:40:42
2014-10-22	쎌바이오텍	10	"534,000"				"22,691,760"			영웅문S(2015)
	보통매매 KOSDAQ매수	"53,400.00"					"2,650"			0:40:42
2014-10-22	쎌바이오텍	10	"535,000"				"22,691,760"			영웅문S(2015)
	보통매매 KOSDAQ매수	"53,500.00"					"2,660"			0:40:42
2014-10-22	쎌바이오텍	10	"536,000"				"22,691,760"			영웅문S(2015)
	보통매매 KOSDAQ매수	"53,600.00"					"2,670"			0:40:42
2014-10-22	쎌바이오텍	10	"537,000"				"22,691,760"			영웅문S(2015)
	보통매매 KOSDAQ매수	"53,700.00"					"2,680"			0:40:42
2014-10-22	쎌바이오텍	10	"538,000"		"6,922,030"		"15,769,730"			영웅문S(2015)
	보통매매 KOSDAQ매수	"53,800.00"	"1,030"				"2,690"			0:40:42
2014-10-24	쎌바이오텍	10	"592,000"		"592,080"		"23,908,658"			영웅문S(2015)
	보통매매 KOSDAQ매수	"59,200.00"	80				"2,700"			0:40:56
2014-10-27	쎌바이오텍	5	"292,500"				"22,664,252"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,500.00"					"2,705"			0:38:18
2014-10-27	쎌바이오텍	10	"586,000"				"22,664,252"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,600.00"					"2,715"			0:38:18
2014-10-27	쎌바이오텍	10	"587,000"				"22,664,252"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,700.00"					"2,725"			0:38:18
2014-10-27	쎌바이오텍	5	"294,000"		"1,759,760"		"20,904,492"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,800.00"	260				"2,730"			0:38:18
2014-10-28	쎌바이오텍	10	"578,000"				"12,050,582"			영웅문S(2015)
	보통매매 KOSDAQ매수	"57,800.00"					"2,740"			0:40:45
2014-10-28	쎌바이오텍	10	"579,000"				"12,050,582"			영웅문S(2015)
	보통매매 KOSDAQ매수	"57,900.00"					"2,750"			0:40:45
2014-10-28	쎌바이오텍	5	"290,000"				"12,050,582"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,000.00"					"2,755"			0:40:45
2014-10-28	쎌바이오텍	5	"290,500"				"12,050,582"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,100.00"					"2,760"			0:40:45
2014-10-28	쎌바이오텍	5	"291,500"				"12,050,582"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,300.00"					"2,765"			0:40:45
2014-10-28	쎌바이오텍	5	"292,000"				"12,050,582"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,400.00"					"2,770"			0:40:45
2014-10-28	쎌바이오텍	5	"292,500"				"12,050,582"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,500.00"					"2,775"			0:40:45
2014-10-28	쎌바이오텍	5	"293,000"				"12,050,582"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,600.00"					"2,780"			0:40:45
2014-10-28	쎌바이오텍	10	"587,000"				"12,050,582"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,700.00"					"2,790"			0:40:45
2014-10-28	쎌바이오텍	5	"294,000"				"12,050,582"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,800.00"					"2,795"			0:40:45
2014-10-28	쎌바이오텍	5	"294,500"				"12,050,582"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,900.00"					"2,800"			0:40:45
2014-10-28	쎌바이오텍	5	"295,000"				"12,050,582"			영웅문S(2015)
	보통매매 KOSDAQ매수	"59,000.00"					"2,805"			0:40:45
2014-10-28	쎌바이오텍	5	"295,500"				"12,050,582"			영웅문S(2015)
	보통매매 KOSDAQ매수	"59,100.00"					"2,810"			0:40:45
2014-10-28	쎌바이오텍	5	"297,000"				"12,050,582"			영웅문S(2015)
	보통매매 KOSDAQ매수	"59,400.00"					"2,815"			0:40:45
2014-10-28	쎌바이오텍	5	"297,500"		"5,267,790"		"6,782,792"			영웅문S(2015)
	보통매매 KOSDAQ매수	"59,500.00"	790				"2,820"			0:40:45
2014-10-31	쎌바이오텍	5	"294,000"				"18,698,718"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,800.00"					"2,825"			0:41:39
2014-10-31	쎌바이오텍	5	"294,500"				"18,698,718"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,900.00"					"2,830"			0:41:39
2014-10-31	쎌바이오텍	5	"295,000"				"18,698,718"			영웅문S(2015)
	보통매매 KOSDAQ매수	"59,000.00"					"2,835"			0:41:39
2014-10-31	쎌바이오텍	5	"295,500"		"1,179,170"		"17,519,548"			영웅문S(2015)
	보통매매 KOSDAQ매수	"59,100.00"	170				"2,840"			0:41:39
2014-11-03	쎌바이오텍	20	"1,148,000"				"12,053,648"			영웅문3
	보통매매 KOSDAQ매도	"57,400.00"					"2,820"			0:47:15
2014-11-03	쎌바이오텍	10	"575,000"				"12,053,648"			영웅문3
	보통매매 KOSDAQ매도	"57,500.00"					"2,810"			0:47:15
2014-11-03	쎌바이오텍	10	"577,000"				"12,053,648"			영웅문3
	보통매매 KOSDAQ매도	"57,700.00"					"2,800"			0:47:15
2014-11-03	쎌바이오텍	10	"578,000"	"8,634"	"2,868,936"		"14,922,584"			영웅문3
	보통매매 KOSDAQ매도	"57,800.00"	430				"2,790"			0:47:15
2014-11-03	쎌바이오텍	10	"571,000"				"67,678,294"			영웅문S(2015)
	보통매매 KOSDAQ매수	"57,100.00"					"2,800"			0:47:15
2014-11-03	쎌바이오텍	20	"1,144,000"				"67,678,294"			영웅문S(2015)
	보통매매 KOSDAQ매수	"57,200.00"					"2,820"			0:47:15
2014-11-03	쎌바이오텍	10	"582,000"		"2,297,340"		"65,380,954"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,200.00"	340				"2,830"			0:47:15
2014-11-06	쎌바이오텍	5	"296,000"				"51,364,534"			영웅문S(2015)
	보통매매 KOSDAQ매수	"59,200.00"					"2,835"			0:39:43
2014-11-06	쎌바이오텍	5	"296,500"				"51,364,534"			영웅문S(2015)
	보통매매 KOSDAQ매수	"59,300.00"					"2,840"			0:39:43
2014-11-06	쎌바이오텍	5	"297,000"				"51,364,534"			영웅문S(2015)
	보통매매 KOSDAQ매수	"59,400.00"					"2,845"			0:39:43
2014-11-06	쎌바이오텍	5	"297,500"				"51,364,534"			영웅문S(2015)
	보통매매 KOSDAQ매수	"59,500.00"					"2,850"			0:39:43
2014-11-06	쎌바이오텍	5	"298,000"		"1,485,220"		"49,879,314"			영웅문S(2015)
	보통매매 KOSDAQ매수	"59,600.00"	220				"2,855"			0:39:43
2014-11-10	쎌바이오텍	20	"1,046,000"				"46,546,524"			영웅문S(2015)
	보통매매 KOSDAQ매도	"52,300.00"					"2,835"			0:37:38
2014-11-10	쎌바이오텍	20	"1,048,000"				"46,546,524"			영웅문S(2015)
	보통매매 KOSDAQ매도	"52,400.00"					"2,815"			0:37:38
2014-11-10	쎌바이오텍	20	"1,050,000"				"46,546,524"			영웅문S(2015)
	보통매매 KOSDAQ매도	"52,500.00"					"2,795"			0:37:38
2014-11-10	쎌바이오텍	50	"2,630,000"				"46,546,524"			영웅문S(2015)
	보통매매 KOSDAQ매도	"52,600.00"					"2,745"			0:37:38
2014-11-10	쎌바이오텍	40	"2,132,000"				"46,546,524"			영웅문S(2015)
	보통매매 KOSDAQ매도	"53,300.00"					"2,705"			0:37:38
2014-11-10	쎌바이오텍	40	"2,136,000"				"46,546,524"			영웅문S(2015)
	보통매매 KOSDAQ매도	"53,400.00"					"2,665"			0:37:38
2014-11-10	쎌바이오텍	20	"1,070,000"				"46,546,524"			영웅문S(2015)
	보통매매 KOSDAQ매도	"53,500.00"					"2,645"			0:37:38
2014-11-10	쎌바이오텍	20	"1,072,000"				"46,546,524"			영웅문S(2015)
	보통매매 KOSDAQ매도	"53,600.00"					"2,625"			0:37:38
2014-11-10	쎌바이오텍	20	"1,074,000"				"46,546,524"			영웅문S(2015)
	보통매매 KOSDAQ매도	"53,700.00"					"2,605"			0:37:38
2014-11-10	쎌바이오텍	20	"1,084,000"				"46,546,524"			영웅문S(2015)
	보통매매 KOSDAQ매도	"54,200.00"					"2,585"			0:37:38
2014-11-10	쎌바이오텍	40	"2,296,000"				"46,546,524"			영웅문S(2015)
	보통매매 KOSDAQ매도	"57,400.00"					"2,545"			0:37:38
2014-11-10	쎌바이오텍	20	"1,150,000"				"46,546,524"			영웅문S(2015)
	보통매매 KOSDAQ매도	"57,500.00"					"2,525"			0:37:38
2014-11-10	쎌바이오텍	25	"1,440,000"				"46,546,524"			영웅문S(2015)
	보통매매 KOSDAQ매도	"57,600.00"					"2,500"			0:37:38
2014-11-10	쎌바이오텍	20	"1,154,000"	"61,141"	"20,317,809"		"66,864,333"			영웅문S(2015)
	보통매매 KOSDAQ매도	"57,700.00"	"3,050"				"2,480"			0:37:38
2014-11-11	쎌바이오텍	10	"547,000"				"39,280,477"			영웅문S(2015)
	보통매매 KOSDAQ매도	"54,700.00"					"2,470"			0:39:19
2014-11-11	쎌바이오텍	10	"548,000"				"39,280,477"			영웅문S(2015)
	보통매매 KOSDAQ매도	"54,800.00"					"2,460"			0:39:19
2014-11-11	쎌바이오텍	10	"550,000"				"39,280,477"			영웅문S(2015)
	보통매매 KOSDAQ매도	"55,000.00"					"2,450"			0:39:19
2014-11-11	쎌바이오텍	10	"551,000"				"39,280,477"			영웅문S(2015)
	보통매매 KOSDAQ매도	"55,100.00"					"2,440"			0:39:19
2014-11-11	쎌바이오텍	10	"552,000"				"39,280,477"			영웅문S(2015)
	보통매매 KOSDAQ매도	"55,200.00"					"2,430"			0:39:19
2014-11-11	쎌바이오텍	20	"1,112,000"				"39,280,477"			영웅문S(2015)
	보통매매 KOSDAQ매도	"55,600.00"					"2,410"			0:39:19
2014-11-11	쎌바이오텍	20	"1,114,000"	"14,921"	"4,958,339"		"44,238,816"			영웅문S(2015)
	보통매매 KOSDAQ매도	"55,700.00"	740				"2,390"			0:39:19
2014-11-17	쎌바이오텍	10	"559,000"		"559,080"		"35,639,768"			영웅문S(2015)
	보통매매 KOSDAQ매수	"55,900.00"	80				"2,400"			0:40:22
2014-11-19	쎌바이오텍	100	"5,170,000"	"15,509"	"5,153,721"		"36,845,399"			영웅문S(2015)
	보통매매 KOSDAQ매도	"51,700.00"	770				"2,300"			0:39:33
2014-12-08	쎌바이오텍	10	"548,000"		"548,080"		"86,957,785"			영웅문S(2015)
	보통매매 KOSDAQ매수	"54,800.00"	80				"2,310"			0:37:17
2014-12-11	쎌바이오텍	10	"565,000"				"82,351,115"			영웅문S(2015)
	보통매매 KOSDAQ매수	"56,500.00"					"2,320"			0:39:47
2014-12-11	쎌바이오텍	10	"566,000"		"1,131,160"		"81,219,955"			영웅문S(2015)
	보통매매 KOSDAQ매수	"56,600.00"	160				"2,330"			0:39:47
2014-12-12	쎌바이오텍	10	"549,000"				"80,126,795"			영웅문S(2015)
	보통매매 KOSDAQ매수	"54,900.00"					"2,340"			0:40:00
2014-12-12	쎌바이오텍	10	"550,000"				"80,126,795"			영웅문S(2015)
	보통매매 KOSDAQ매수	"55,000.00"					"2,350"			0:40:00
2014-12-12	쎌바이오텍	10	"553,000"				"80,126,795"			영웅문S(2015)
	보통매매 KOSDAQ매수	"55,300.00"					"2,360"			0:40:00
2014-12-12	쎌바이오텍	10	"554,000"				"80,126,795"			영웅문S(2015)
	보통매매 KOSDAQ매수	"55,400.00"					"2,370"			0:40:00
2014-12-12	쎌바이오텍	10	"555,000"				"80,126,795"			영웅문S(2015)
	보통매매 KOSDAQ매수	"55,500.00"					"2,380"			0:40:00
2014-12-12	쎌바이오텍	10	"556,000"		"3,317,490"		"76,809,305"			영웅문S(2015)
	보통매매 KOSDAQ매수	"55,600.00"	490				"2,390"			0:40:00
2014-12-30	쎌바이오텍	5	"260,000"				"14,750,555"			영웅문S(2015)
	보통매매 KOSDAQ매수	"52,000.00"					"2,395"			0:40:36
2014-12-30	쎌바이오텍	5	"260,500"		"520,570"		"14,229,985"			영웅문S(2015)
	보통매매 KOSDAQ매수	"52,100.00"	70				"2,400"			0:40:36
2015-02-24	쎌바이오텍	5	"342,500"				"23,393,271"			영웅문S(2015)
	보통매매 KOSDAQ매수	"68,500.00"					"2,405"			0:40:34
2015-02-24	쎌바이오텍	20	"1,372,000"				"23,393,271"			영웅문S(2015)
	보통매매 KOSDAQ매수	"68,600.00"					"2,425"			0:40:34
2015-02-24	쎌바이오텍	20	"1,374,000"				"23,393,271"			영웅문S(2015)
	보통매매 KOSDAQ매수	"68,700.00"					"2,445"			0:40:34
2015-02-24	쎌바이오텍	10	"688,000"		"3,777,060"		"19,616,211"			영웅문S(2015)
	보통매매 KOSDAQ매수	"68,800.00"	560				"2,455"			0:40:34
2015-02-25	쎌바이오텍	10	"670,000"				"17,643,571"			영웅문S(2015)
	보통매매 KOSDAQ매수	"67,000.00"					"2,465"			0:40:44
2015-02-25	쎌바이오텍	10	"671,000"				"17,643,571"			영웅문S(2015)
	보통매매 KOSDAQ매수	"67,100.00"					"2,475"			0:40:44
2015-02-25	쎌바이오텍	10	"672,000"				"17,643,571"			영웅문S(2015)
	보통매매 KOSDAQ매수	"67,200.00"					"2,485"			0:40:44
2015-02-25	쎌바이오텍	10	"673,000"				"17,643,571"			영웅문S(2015)
	보통매매 KOSDAQ매수	"67,300.00"					"2,495"			0:40:44
2015-02-25	쎌바이오텍	5	"337,000"				"17,643,571"			영웅문S(2015)
	보통매매 KOSDAQ매수	"67,400.00"					"2,500"			0:40:44
2015-02-25	쎌바이오텍	10	"675,000"				"17,643,571"			영웅문S(2015)
	보통매매 KOSDAQ매수	"67,500.00"					"2,510"			0:40:44
2015-02-25	쎌바이오텍	10	"676,000"				"17,643,571"			영웅문S(2015)
	보통매매 KOSDAQ매수	"67,600.00"					"2,520"			0:40:44
2015-02-25	쎌바이오텍	10	"677,000"		"5,051,750"		"12,591,821"			영웅문S(2015)
	보통매매 KOSDAQ매수	"67,700.00"	750				"2,530"			0:40:44
2015-02-27	쎌바이오텍	10	"703,000"				"12,845,961"			영웅문S(2015)
	보통매매 KOSDAQ매수	"70,300.00"					"2,540"			0:40:49
2015-02-27	쎌바이오텍	10	"704,000"				"12,845,961"			영웅문S(2015)
	보통매매 KOSDAQ매수	"70,400.00"					"2,550"			0:40:49
2015-02-27	쎌바이오텍	10	"705,000"				"12,845,961"			영웅문S(2015)
	보통매매 KOSDAQ매수	"70,500.00"					"2,560"			0:40:49
2015-02-27	쎌바이오텍	10	"706,000"		"2,818,420"		"10,027,541"			영웅문S(2015)
	보통매매 KOSDAQ매수	"70,600.00"	420				"2,570"			0:40:49
2015-03-04	쎌바이오텍	10	"688,000"				"9,449,181"			영웅문S(2015)
	보통매매 KOSDAQ매수	"68,800.00"					"2,580"			0:40:09
2015-03-04	쎌바이오텍	10	"689,000"				"9,449,181"			영웅문S(2015)
	보통매매 KOSDAQ매수	"68,900.00"					"2,590"			0:40:09
2015-03-04	쎌바이오텍	10	"690,000"		"2,067,310"		"7,381,871"			영웅문S(2015)
	보통매매 KOSDAQ매수	"69,000.00"	310				"2,600"			0:40:09
2015-03-06	쎌바이오텍	10	"679,000"				"13,579,075"			영웅문S(2015)
	보통매매 KOSDAQ매수	"67,900.00"					"2,610"			0:40:06
2015-03-06	쎌바이오텍	5	"340,000"				"13,579,075"			영웅문S(2015)
	보통매매 KOSDAQ매수	"68,000.00"					"2,615"			0:40:06
2015-03-06	쎌바이오텍	5	"340,500"				"13,579,075"			영웅문S(2015)
	보통매매 KOSDAQ매수	"68,100.00"					"2,620"			0:40:06
2015-03-06	쎌바이오텍	5	"341,000"				"13,579,075"			영웅문S(2015)
	보통매매 KOSDAQ매수	"68,200.00"					"2,625"			0:40:06
2015-03-06	쎌바이오텍	10	"684,000"				"13,579,075"			영웅문S(2015)
	보통매매 KOSDAQ매수	"68,400.00"					"2,635"			0:40:06
2015-03-06	쎌바이오텍	10	"685,000"				"13,579,075"			영웅문S(2015)
	보통매매 KOSDAQ매수	"68,500.00"					"2,645"			0:40:06
2015-03-06	쎌바이오텍	5	"343,000"				"13,579,075"			영웅문S(2015)
	보통매매 KOSDAQ매수	"68,600.00"					"2,650"			0:40:06
2015-03-06	쎌바이오텍	5	"343,500"				"13,579,075"			영웅문S(2015)
	보통매매 KOSDAQ매수	"68,700.00"					"2,655"			0:40:06
2015-03-06	쎌바이오텍	5	"344,000"		"4,100,610"		"9,478,465"			영웅문S(2015)
	보통매매 KOSDAQ매수	"68,800.00"	610				"2,660"			0:40:06
2015-03-11	쎌바이오텍	5	"333,000"		"333,040"		"7,460,503"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,600.00"	40				"2,665"			0:40:23
2015-03-12	쎌바이오텍	10	"647,000"				"18,590,463"			영웅문S(2015)
	보통매매 KOSDAQ매수	"64,700.00"					"2,675"			0:40:30
2015-03-12	쎌바이오텍	5	"329,500"				"18,590,463"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,900.00"					"2,680"			0:40:30
2015-03-12	쎌바이오텍	5	"330,000"				"18,590,463"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,000.00"					"2,685"			0:40:30
2015-03-12	쎌바이오텍	5	"330,500"				"18,590,463"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,100.00"					"2,690"			0:40:30
2015-03-12	쎌바이오텍	5	"331,000"		"1,968,290"		"16,622,173"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,200.00"	290				"2,695"			0:40:30
2015-03-16	쎌바이오텍	5	"322,000"		"322,040"		"6,336,163"			영웅문S(2015)
	보통매매 KOSDAQ매수	"64,400.00"	40				"2,700"			0:38:42
2015-03-20	쎌바이오텍	20	"1,322,000"				"19,100,852"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,100.00"					"2,720"			0:41:36
2015-03-20	쎌바이오텍	30	"1,989,000"				"19,100,852"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,300.00"					"2,750"			0:41:36
2015-03-20	쎌바이오텍	10	"664,000"				"19,100,852"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,400.00"					"2,760"			0:41:36
2015-03-20	쎌바이오텍	10	"665,000"				"19,100,852"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,500.00"					"2,770"			0:41:36
2015-03-20	쎌바이오텍	10	"667,000"				"19,100,852"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,700.00"					"2,780"			0:41:36
2015-03-20	쎌바이오텍	10	"669,000"				"19,100,852"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,900.00"					"2,790"			0:41:36
2015-03-20	쎌바이오텍	10	"670,000"				"19,100,852"			영웅문S(2015)
	보통매매 KOSDAQ매수	"67,000.00"					"2,800"			0:41:36
2015-03-20	쎌바이오텍	5	"335,500"				"19,100,852"			영웅문S(2015)
	보통매매 KOSDAQ매수	"67,100.00"					"2,805"			0:41:36
2015-03-20	쎌바이오텍	5	"336,000"		"7,318,590"		"11,782,262"			영웅문S(2015)
	보통매매 KOSDAQ매수	"67,200.00"	"1,090"				"2,810"			0:41:36
